Site	treat	PLOT	PLANT	size.06	size.07	fruit.06	fruit.07	esc.06	esc.07	ramet.06	ramet.07	stage.06	stage.07	cl.rep.06.07	ori.07	fam.count06	fam.count07
5	H	21	62	35	27	1	0	3	NA	1	1	AR2	AR2	0	NA	6	9
5	H	21	68	6	10	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	H	21	242	NA	15	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
5	H	22	106	31	45	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	22	107	20	33	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	22	110	9	12	0	NA	NA	NA	1	1	SR	SR	0	NA	3	3
5	H	22	122	40	42	1	0	4	NA	0	1	A	AR1	1	NA	0	2
5	H	22	122.1	NA	45	0	1	NA	2	NA	1	NA	AR1	NA	1	NA	2
5	H	22	126	32	21	0	0	NA	NA	1	1	AR1	AR2	1	NA	4	6
5	H	22	126.1	NA	24	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	6
5	H	22	128	33	27	0	0	NA	NA	1	1	AR1	AR2	0	NA	4	6
5	H	22	132	14	15	0	NA	NA	NA	1	1	SR	SR	0	NA	5	5
5	H	22	134	19	21	0	0	NA	NA	1	1	AR2	AR2	0	NA	5	5
5	H	22	138	19	22	0	0	NA	NA	1	1	SR	AR1	0	NA	2	2
5	H	22	139	18	20	0	0	NA	NA	1	1	SR	AR1	0	NA	2	2
5	H	22	140	52	30	1	0	9	NA	1	1	AR1	AR2	1	NA	3	8
5	H	22	140.1	NA	32	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	8
5	H	22	141	NA	24	1	0	5	NA	1	1	AR1	AR2	1	NA	3	8
5	H	22	141.1	NA	27	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	8
5	H	22	144	14	13	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
5	H	23	145	22	21	0	0	NA	NA	1	0	AR1	A	0	NA	2	1
5	H	23	149	17	21	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	23	150	34	41	1	0	2	NA	0	1	A	AR1	1	NA	0	2
5	H	23	150.1	NA	37	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	H	23	153	13	13	0	NA	NA	NA	1	0	SR	S	0	NA	2	1
5	H	23	154	10	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	2	NA
5	H	23	155	32	30	1	0	1	NA	1	1	AR1	AR1	1	NA	2	3
5	H	23	155.1	NA	28	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
5	H	23	165	27	29	1	0	1	NA	0	0	A	A	0	NA	0	0
5	H	23	170	39	34	1	0	2	NA	1	1	AR2	AR2	1	NA	5	8
5	H	23	170.1	NA	34	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	8
5	H	23	172	14	14	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
5	H	23	173	13	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	23	186	7	9	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	23	187	31	42	1	0	1	NA	0	0	A	A	0	NA	0	0
5	H	23	189	31	22	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	23	190	20	22	1	0	1	NA	0	0	A	A	0	NA	0	0
5	H	23	191	35	41	1	0	2	NA	0	0	A	A	0	NA	0	0
5	H	23	192	23	21	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	H	23	193	33	27	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	H	23	200	33	29	1	0	4	NA	1	1	AR2	AR2	1	NA	14	19
5	H	23	203	38	33	1	0	2	NA	1	1	AR2	AR2	1	NA	14	19
5	H	23	203.1	NA	29	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	19
5	H	23	206	28	25	0	0	NA	NA	1	1	AR2	AR2	0	NA	14	19
5	H	23	207	41	31	1	0	3	NA	1	1	AR2	AR2	1	NA	14	19
5	H	23	207.1	NA	35	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	19
5	H	23	208	27	30	1	0	1	NA	0	0	A	A	0	NA	0	0
5	H	23	209	36	26	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	H	23	212	38	27	1	0	1	NA	1	1	AR1	AR1	1	NA	2	4
5	H	23	212.1	NA	26	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
5	H	23	216	46	30	1	0	1	NA	0	1	A	AR1	1	NA	0	2
5	H	23	216.1	NA	33	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	H	23	217	13	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	23	254	NA	27	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	19
5	H	24	223	23	21	0	0	NA	NA	1	1	AR2	AR2	0	NA	9	12
5	H	24	225	55	31	1	0	5	NA	1	1	AR2	AR2	1	NA	9	12
5	H	24	225.1	NA	44	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	12
5	H	24	237	NA	32	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
5	H	24	238	NA	32	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
5	H	24	239	NA	32	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
5	H	24	240	NA	12	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
5	H	24	244	NA	10	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
5	H	24	614	30	30	1	0	1	NA	0	0	A	A	0	NA	0	0
5	H	24	617	13	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
5	H	24	621	15	24	0	0	NA	NA	0	0	S	A	0	NA	0	0
5	H	24	622	12	14	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	24	623	12	19	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	24	624	8	11	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	24	625	10	10	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	24	626	10	10	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	24	627	15	19	0	NA	NA	NA	0	0	S	S	1	NA	0	0
5	H	24	631	19	24	0	NA	NA	NA	0	0	S	A	0	NA	0	0
5	H	24	632	11	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	24	635	10	17	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	24	643	35	22	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	24	647	18	27	0	0	NA	NA	1	1	SR	AR1	0	NA	3	3
5	H	24	649	48	33	1	0	7	NA	1	1	AR1	AR2	1	NA	3	7
5	H	24	649.1	NA	36	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	7
5	H	24	649.2	NA	35	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	7
5	H	24	653	51	27	1	0	11	NA	0	1	A	AR1	1	NA	0	4
5	H	24	659	12	22	0	0	NA	NA	0	0	S	A	0	NA	0	0
5	H	25	99	14	15	0	NA	NA	NA	0	0	S	S	0	NA	0	0
5	H	25	100	33	NA	1	0	1	NA	0	0	A	A	0	NA	0	0
5	H	25	101	23	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	H	25	671	45	31	1	0	3	NA	0	1	A	AR1	1	NA	0	2
5	H	25	671.1	NA	29	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	H	25	672	23	21	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	26	1	29	35	0	0	NA	NA	0	1	A	AR1	1	NA	0	2
5	UH	26	1.1	NA	29	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	UH	26	3	28	39	0	0	NA	NA	1	1	AR1	AR2	1	NA	4	6
5	UH	26	3.1	NA	35	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	6
5	UH	26	4	28	NA	0	0	NA	NA	1	1	AR1	AR2	1	NA	4	6
5	UH	26	5	28	26	0	0	NA	NA	1	1	AR1	AR2	0	NA	4	6
5	UH	26	8	31	21	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	26	9	NA	31	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	26	10	9	8	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	26	11	13	15	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	26	12	29	32	1	0	1	NA	0	0	A	A	0	NA	0	0
5	UH	26	13	37	32	1	0	2	NA	0	1	A	AR1	1	NA	0	2
5	UH	26	13.1	NA	29	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	UH	26	14	15	5	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	26	16	37	13	0	0	NA	NA	1	1	AR1	SR	0	NA	4	8
5	UH	26	19	31	24	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	26	20	25	20	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	26	21	14	11	0	0	NA	NA	1	1	SR	SR	0	NA	2	2
5	UH	26	22	24	NA	0	0	NA	NA	1	NA	AR1	dead	0	NA	2	NA
5	UH	26	27	35	25	1	0	2	NA	0	1	A	AR1	1	NA	0	2
5	UH	26	27.1	NA	28	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	UH	26	33	26	NA	0	0	NA	NA	0	NA	A	dead	0	NA	0	NA
5	UH	26	38	45	33	1	0	2	NA	0	1	A	AR1	1	NA	0	2
5	UH	26	38.1	NA	24	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	UH	26	40	26	12	0	0	NA	NA	0	0	A	S	0	NA	0	0
5	UH	27	62	41	26	1	0	2	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	27	67	32	24	1	0	3	NA	1	1	AR1	AR2	0	NA	4	5
5	UH	27	74	29	25	1	0	1	NA	0	0	A	A	0	NA	0	0
5	UH	27	75	24	13	0	0	NA	NA	0	0	A	S	0	NA	0	0
5	UH	27	76	16	16	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	27	77	34	18	1	0	1	NA	1	1	AR1	SR	0	NA	3	4
5	UH	27	83	51	28	1	0	3	NA	0	0	A	A	0	NA	0	0
5	UH	27	86	32	26	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	27	90	25	14	1	0	1	NA	1	1	AR1	SR	0	NA	3	3
5	UH	27	258	NA	23	0	0	NA	NA	NA	0	NA	A	NA	0	NA	0
5	UH	28	92	25	31	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	28	93	16	NA	0	0	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	28	95	45	21	1	0	3	NA	1	1	AR1	AR1	1	NA	2	3
5	UH	28	95.1	NA	16	0	NA	NA	NA	NA	1	NA	SR	NA	1	NA	3
5	UH	28	96	29	11	0	0	NA	NA	1	1	AR1	SR	0	NA	2	2
5	UH	28	99	12	NA	0	0	NA	NA	1	NA	SR	dead	0	NA	2	NA
5	UH	28	101	13	6	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	28	107	18	17	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	28	111	7	7	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	28	113	14	7	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	28	114	7	NA	0	0	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	28	115	29	25	1	0	1	NA	0	1	A	AR1	1	NA	0	2
5	UH	28	115.1	NA	20	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	UH	28	117	31	22	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	28	120	40	26	1	0	4	NA	0	1	A	AR1	1	NA	0	3
5	UH	28	120.1	NA	28	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
5	UH	28	120.2	NA	23	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
5	UH	28	121	16	NA	0	0	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	28	122	25	23	1	0	1	NA	0	0	A	A	0	NA	0	0
5	UH	28	123	16	9	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	28	128	23	8	0	0	NA	NA	1	1	AR1	SR	0	NA	2	2
5	UH	28	129	30	7	1	0	2	NA	1	1	AR1	SR	1	NA	3	4
5	UH	28	129.1	NA	7	0	NA	NA	NA	NA	1	NA	SR	NA	1	NA	4
5	UH	28	130	11	6	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	28	134	31	24	1	0	1	NA	0	0	A	A	0	NA	0	0
5	UH	28	136	27	5	0	0	NA	NA	0	0	A	S	0	NA	0	0
5	UH	28	142	8	NA	0	0	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	28	143	15	15	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	29	144	17	19	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	29	146	39	28	1	0	4	NA	0	1	A	AR1	1	NA	0	3
5	UH	29	146.1	NA	32	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
5	UH	29	146.2	NA	25	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
5	UH	29	149	48	22	1	0	5	NA	1	1	AR2	AR2	1	NA	7	9
5	UH	29	149.1	NA	29	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	9
5	UH	29	151	35	21	1	0	2	NA	1	1	AR2	AR2	1	NA	7	9
5	UH	29	151.1	NA	22	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	9
5	UH	29	155	29	26	1	0	2	NA	1	1	AR1	AR2	1	NA	4	8
5	UH	29	155.1	NA	20	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	8
5	UH	29	158	32	20	1	0	2	NA	1	1	AR1	AR2	1	NA	4	8
5	UH	29	158.1	NA	21	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	8
5	UH	29	159	19	NA	0	0	NA	NA	0	NA	A	dead	0	NA	0	NA
5	UH	29	160	21	NA	0	0	NA	NA	0	NA	A	dead	0	NA	0	NA
5	UH	29	161	44	28	1	0	2	NA	1	1	AR1	AR1	1	NA	2	3
5	UH	29	161.1	NA	19	0	NA	NA	NA	NA	1	NA	SR	NA	1	NA	3
5	UH	29	162	38	32	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	3
5	UH	29	165	12	NA	0	0	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	29	166	17	13	0	0	NA	NA	1	1	SR	SR	0	NA	2	2
5	UH	29	167	20	24	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	29	169	26	21	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	29	170	NA	27	1	0	2	NA	0	0	A	A	0	NA	0	0
5	UH	29	171	34	29	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	29	174	45	27	1	0	2	NA	0	1	A	AR1	1	NA	0	2
5	UH	29	174.1	NA	32	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	UH	29	175	42	29	1	0	5	NA	0	1	A	AR1	1	NA	0	2
5	UH	29	175.1	NA	28	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
5	UH	29	177	24	27	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	29	178	7	12	0	0	NA	NA	1	1	SR	SR	0	NA	2	2
5	UH	29	179	15	12	0	0	NA	NA	1	1	SR	SR	0	NA	2	2
5	UH	29	180	24	28	1	0	1	NA	0	0	A	A	0	NA	0	0
5	UH	29	259	NA	11	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
5	UH	30	149.2	NA	31	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	5
5	UH	30	189	41	22	1	0	6	NA	1	1	AR1	AR2	1	NA	3	5
5	UH	30	189.1	NA	21	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	5
5	UH	30	193	39	29	1	0	5	NA	0	1	A	AR1	1	NA	0	2
5	UH	30	194	10	13	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	30	195	33	27	1	0	5	NA	1	1	AR1	AR1	0	NA	2	2
5	UH	30	197	8	11	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	30	198	7	NA	0	0	NA	NA	0	NA	S	dead	0	NA	0	NA
5	UH	30	199	7	7	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	30	201	26	23	1	0	1	NA	0	0	A	A	0	NA	0	0
5	UH	30	212	19	22	0	0	NA	NA	0	0	A	A	0	NA	0	0
5	UH	30	214	9	8	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	30	215	5	9	0	0	NA	NA	0	0	S	S	0	NA	0	0
5	UH	30	219	24	28	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
5	UH	30	220	23	23	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
5	UH	30	221	30	33	1	0	1	NA	1	1	AR1	AR1	0	NA	3	3
5	UH	30	501	NA	32	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	UH	1	1	51	NA	1	NA	2	NA	1	NA	AR1	dead	0	NA	2	NA
6	UH	1	2	37	NA	0	0	NA	NA	1	0	AR1	A	0	NA	2	1
6	UH	1	4	15	NA	0	0	NA	NA	1	1	SR	AR1	0	NA	2	2
6	UH	1	5	19	17	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
6	UH	1	7	55	NA	1	NA	8	NA	1	NA	AR2	dead	0	NA	8	NA
6	UH	1	8	36	NA	0	NA	NA	NA	1	NA	AR2	dead	0	NA	8	NA
6	UH	1	13	53	NA	1	NA	5	NA	1	NA	AR2	dead	0	NA	8	NA
6	UH	1	16	34	NA	1	NA	1	NA	1	NA	AR2	dead	0	NA	10	NA
6	UH	1	17	34	NA	0	NA	NA	NA	1	NA	AR2	dead	0	NA	10	NA
6	UH	1	19	70	56	1	0	8	NA	1	1	AR2	AR1	0	NA	10	4
6	UH	1	25	44	NA	0	NA	NA	NA	0	NA	A	dead	0	NA	0	NA
6	UH	1	26	36	62	1	0	2	NA	0	0	A	A	0	NA	0	0
6	UH	1	27	30	68	0	1	NA	1	0	0	A	A	0	NA	0	0
6	UH	1	28	35	43	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	1	30	31	69	0	1	NA	1	0	0	A	A	0	NA	0	0
6	UH	1	35	13	25	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	UH	1	37	46	84	0	1	NA	4	0	0	A	A	0	NA	0	0
6	UH	2	41	24	42	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	2	44	53	61	0	1	NA	1	1	1	AR1	AR1	0	NA	2	2
6	UH	2	46	20	47	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	2	47	23	48	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	2	48	49	53	1	0	2	NA	1	1	AR2	AR2	1	NA	6	7
6	UH	2	48.1	NA	49	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	7
6	UH	2	53	46	NA	1	NA	4	NA	1	NA	AR2	dead	0	NA	6	NA
6	UH	2	54	47	56	1	0	5	NA	1	1	AR2	AR2	0	NA	11	8
6	UH	2	57	18	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	11	NA
6	UH	2	59	48	54	1	0	2	NA	1	1	AR2	AR2	0	NA	11	8
6	UH	2	60	26	NA	0	NA	NA	NA	1	NA	AR2	dead	0	NA	11	NA
6	UH	2	62	NA	38	1	0	3	NA	1	1	AR2	AR2	0	NA	11	8
6	UH	2	64	28	46	0	1	NA	1	1	1	AR2	AR2	0	NA	11	8
6	UH	2	66	67	60	1	1	7	1	1	1	AR1	AR2	1	NA	4	6
6	UH	2	66.1	NA	65	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	6
6	UH	2	69	64	81	1	1	3	2	0	0	A	A	0	NA	0	0
6	UH	2	71	52	45	1	0	5	NA	0	0	A	A	0	NA	0	0
6	UH	2	72	28	54	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	2	73	51	64	1	0	9	NA	0	1	A	AR1	1	NA	0	2
6	UH	2	73.1	NA	45	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	UH	3	76	66	42	1	0	5	NA	0	1	A	AR1	1	NA	0	2
6	UH	3	76.1	NA	50	0	1	NA	1	NA	1	NA	AR1	NA	1	NA	2
6	UH	3	77	42	78	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	3	80	25	34	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	4
6	UH	3	81	21	27	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	4
6	UH	3	82	44	61	1	0	2	NA	1	1	AR1	AR1	1	NA	3	4
6	UH	3	82.1	NA	55	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
6	UH	3	83	38	37	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	3	84	35	59	1	0	1	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	3	85	22	40	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	3	89	27	34	0	0	NA	NA	1	1	AR2	AR2	0	NA	7	7
6	UH	3	90	18	17	0	NA	NA	NA	1	1	SR	SR	0	NA	7	7
6	UH	3	91	32	38	0	0	NA	NA	1	1	AR2	AR2	0	NA	7	7
6	UH	3	94	43	42	0	0	NA	NA	1	1	AR2	AR2	0	NA	7	7
6	UH	3	95	28	37	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	3	96	39	53	1	0	1	NA	0	0	A	A	0	NA	0	0
6	UH	3	97	24	32	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	3	105	57	49	1	0	3	NA	0	1	A	AR1	1	NA	0	2
6	UH	3	105.1	NA	49	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	UH	3	106	19	21	0	0	NA	NA	1	1	SR	AR1	0	NA	2	2
6	UH	3	107	19	23	0	0	NA	NA	1	1	SR	AR1	0	NA	2	2
6	UH	3	111	79	NA	1	NA	6	NA	1	NA	AR1	dead	0	NA	3	NA
6	UH	3	113	33	NA	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	3	117	48	NA	1	0	9	NA	1	1	AR1	AR2	1	NA	4	5
6	UH	3	117.1	NA	43	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	5
6	UH	3	119	28	NA	0	0	NA	NA	1	1	AR1	AR2	0	NA	4	5
6	UH	4	121	55	NA	1	1	3	1	1	1	AR1	AR2	0	NA	3	5
6	UH	4	124	69	NA	1	1	6	1	1	1	AR1	AR2	1	NA	3	6
6	UH	4	124.1	NA	85	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	6
6	UH	4	129	47	59	1	0	1	NA	1	1	AR2	AR2	1	NA	6	8
6	UH	4	129.1	NA	35	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	8
6	UH	4	133	45	59	1	0	3	NA	0	1	A	AR1	1	NA	0	2
6	UH	4	133.1	NA	81	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	UH	4	136	55	85	1	0	8	NA	0	1	A	AR1	1	NA	0	2
6	UH	4	136.1	NA	34	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	UH	4	139	31	48	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	4
6	UH	4	141	37	64	1	0	2	NA	1	1	AR1	AR1	0	NA	4	4
6	UH	4	143	37	86	0	0	NA	NA	1	1	AR1	AR1	0	NA	4	4
6	UH	4	144	47	76	0	0	NA	NA	1	1	AR1	AR1	0	NA	4	4
6	UH	4	145	51	64	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	4	147	72	78	1	1	6	3	0	1	A	AR1	1	NA	0	2
6	UH	4	147.1	NA	59	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	UH	4	148	48	NA	1	NA	4	NA	1	NA	AR1	dead	0	NA	4	NA
6	UH	5	153	43	54	1	0	2	NA	0	0	A	A	0	NA	0	0
6	UH	5	158	15	27	0	0	NA	NA	1	1	SR	AR2	0	NA	7	8
6	UH	5	165	9	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
6	UH	5	168	19	33	0	0	NA	NA	1	1	SR	AR1	0	NA	3	3
6	UH	5	232	NA	42	0	0	NA	NA	NA	0	NA	A	NA	0	NA	0
6	UH	6	181	19	19	0	0	NA	NA	0	0	S	S	0	NA	0	0
6	UH	6	182	28	34	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	6	184	18	28	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	UH	6	185	15	22	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	UH	6	192	10	17	0	NA	NA	NA	0	0	S	S	0	NA	0	0
6	UH	6	194	16	30	0	0	NA	NA	1	1	SR	AR1	0	NA	4	4
6	UH	6	195	21	28	0	0	NA	NA	1	1	AR1	AR1	0	NA	4	4
6	UH	6	196	13	20	0	0	NA	NA	1	1	SR	AR1	0	NA	4	4
6	UH	6	197	27	41	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	6	199	14	11	0	NA	NA	NA	0	0	S	S	0	NA	0	0
6	UH	6	207	14	15	0	0	NA	NA	1	1	SR	SR	0	NA	3	4
6	UH	6	230	NA	76	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	2
6	UH	6	230.1	NA	61	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	2
6	UH	6	233	NA	24	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	UH	6	234	NA	72	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	4
6	UH	6	235	NA	47	0	0	NA	NA	NA	0	NA	A	NA	0	NA	0
6	UH	6	236	NA	47	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	3
6	UH	6	236.1	NA	46	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	3
6	UH	6	236.2	NA	39	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	3
6	UH	6	237	NA	42	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	3
6	UH	6	237.1	NA	57	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	3
6	UH	6	237.2	NA	48	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	3
6	UH	6	238	NA	34	0	0	NA	NA	NA	1	NA	AR2	NA	0	NA	7
6	UH	6	238.1	NA	30	0	0	NA	NA	NA	1	NA	AR2	NA	0	NA	7
6	UH	6	238.2	NA	29	0	0	NA	NA	NA	1	NA	AR2	NA	0	NA	7
6	UH	6	238.3	NA	20	0	0	NA	NA	NA	1	NA	AR2	NA	0	NA	7
6	UH	6	238.4	NA	33	0	0	NA	NA	NA	1	NA	AR2	NA	0	NA	7
6	UH	6	238.5	NA	40	0	0	NA	NA	NA	1	NA	AR2	NA	0	NA	7
6	UH	6	238.6	NA	32	0	0	NA	NA	NA	1	NA	AR2	NA	0	NA	7
6	UH	6	241	NA	12	0	NA	NA	NA	NA	1	NA	SR	NA	0	NA	4
6	UH	6	241.1	NA	19	0	NA	NA	NA	NA	1	NA	SR	NA	0	NA	4
6	UH	6	241.2	NA	20	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	4
6	UH	6	241.3	NA	11	0	NA	NA	NA	NA	1	NA	SR	NA	0	NA	4
6	UH	6	242	NA	67	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	3
6	UH	6	242.1	NA	57	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	3
6	UH	6	242.2	NA	16	0	NA	NA	NA	NA	1	NA	SR	NA	0	NA	3
6	UH	6	249	NA	71	0	0	NA	NA	NA	0	NA	A	NA	0	NA	0
