Site	treat	PLOT	PLANT	size.06	size.07	fruit.06	fruit.07	esc.06	esc.07	ramet.06	ramet.07	stage.06	stage.07	cl.rep.06.07	ori.07	fam.count06	fam.count07
1	H	1	1	33	20	1	0	1	NA	1	1	AR2	AR2	1	NA	13	15
1	H	1	1.1	NA	23	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	15
1	H	1	16	18	26	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	1	17	11	6	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	H	1	18	13	11	0	0	NA	NA	0	0	S	S	0	NA	0	0
1	H	1	20	18	20	0	0	NA	NA	1	1	SR	AR2	0	NA	5	6
1	H	1	21	55	40	1	0	4	NA	0	1	A	AR1	1	NA	0	2
1	H	1	21.1	NA	52	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	H	1	23	35	37	1	0	1	NA	1	1	AR2	AR2	0	NA	5	6
1	H	1	29	22	26	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	1	30	48	30	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	1	30.1	NA	31	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	H	2	33	8	6	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	H	2	34	38	41	1	0	1	NA	0	1	A	AR1	1	NA	0	2
1	H	2	34.1	NA	47	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	H	2	40	39	47	1	1	1	1	0	0	A	A	0	NA	0	0
1	H	2	41	35	37	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	2	43	14	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	H	2	44	17	6	0	NA	NA	NA	1	1	SR	SR	0	NA	2	3
1	H	2	45	26	10	0	0	NA	NA	0	0	A	S	0	NA	0	0
1	H	2	47	51	16	1	0	10	NA	0	1	A	SR	1	NA	0	2
1	H	2	47.1	NA	7	0	NA	NA	NA	NA	1	NA	SR	NA	1	NA	2
1	H	2	51	53	50	1	0	10	NA	1	1	AR2	AR2	1	NA	6	9
1	H	2	51.1	NA	17	0	NA	NA	NA	NA	1	NA	SR	NA	1	NA	9
1	H	2	51.2	NA	21	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	9
1	H	2	51.3	NA	24	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	9
1	H	2	58	44	46	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	2
1	H	2	60	14	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
1	H	2	61	22	NA	0	NA	NA	NA	0	NA	A	dead	0	NA	0	NA
1	H	2	62	14	7	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	H	2	63	23	20	1	0	1	NA	0	0	A	A	0	NA	0	0
1	H	2	65	28	11	0	0	NA	NA	0	0	A	S	0	NA	0	0
1	H	2	69	17	19	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	H	3	72	16	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	4	NA
1	H	3	73	24	NA	0	NA	NA	NA	1	NA	AR1	dead	0	NA	4	NA
1	H	3	75	27	22	0	0	NA	NA	1	1	AR1	AR1	0	NA	4	3
1	H	3	77	24	28	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	3	80	15	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	H	3	84	52	28	1	0	5	NA	0	1	A	AR1	1	NA	0	2
1	H	3	84.1	NA	40	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	H	3	88	44	35	1	0	2	NA	1	1	AR1	AR2	1	NA	3	6
1	H	3	88.1	NA	32	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	6
1	H	3	89	19	25	0	0	NA	NA	0	0	S	A	0	NA	0	0
1	H	3	93	21	12	0	0	NA	NA	0	0	A	S	0	NA	0	0
1	H	3	96	17	15	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	H	3	97	17	18	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	H	3	98	11	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
1	H	3	101	26	39	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	3	116	12	13	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	H	3	117	24	12	0	NA	NA	NA	1	1	AR1	SR	0	NA	3	3
1	H	3	124	21	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	4	127	57	40	1	0	10	NA	0	1	A	AR1	1	NA	0	3
1	H	4	127.1	NA	32	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
1	H	4	127.2	NA	45	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
1	H	4	129	40	29	0	0	NA	NA	1	1	AR2	AR2	0	NA	6	6
1	H	4	131	41	20	1	0	4	NA	1	1	AR2	AR2	1	NA	6	6
1	H	4	131.1	NA	26	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	6
1	H	4	133	47	27	1	0	3	NA	1	1	AR2	AR2	0	NA	6	6
1	H	4	135	35	48	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	4	136	41	30	0	0	NA	NA	1	1	AR1	AR1	1	NA	2	3
1	H	4	136.1	NA	25	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
1	H	4	137	33	27	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	3
1	H	4	138	51	24	1	0	2	NA	1	1	AR1	AR2	1	NA	2	5
1	H	4	138.1	NA	31	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	5
1	H	4	143	20	22	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	4	144	42	30	1	0	4	NA	0	0	A	A	0	NA	0	0
1	H	4	150	47	31	1	0	4	NA	1	1	AR2	AR2	0	NA	8	12
1	H	4	152	39	30	1	0	4	NA	1	1	AR2	AR2	1	NA	8	12
1	H	4	152.1	NA	34	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	12
1	H	4	153	43	42	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
1	H	5	155	60	42	1	0	1	NA	0	1	A	AR1	1	NA	0	4
1	H	5	155.1	NA	53	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
1	H	5	156	17	18	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	H	5	157	11	9	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	H	5	160	39	33	1	0	1	NA	1	1	AR1	AR1	0	NA	2	3
1	H	5	164	30	40	1	0	1	NA	1	1	AR1	AR1	0	NA	3	4
1	H	5	165	20	21	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	5	166	30	30	1	0	1	NA	0	0	A	A	0	NA	0	0
1	H	5	167	13	11	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
1	H	5	170	24	33	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	5	172	17	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	3	NA
1	H	5	173	12	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	3	NA
1	H	5	175	7	9	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
1	H	5	176	15	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	H	5	178	46	48	1	0	3	NA	0	1	A	AR1	1	NA	0	2
1	H	5	178.1	NA	49	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	H	5	179	49	45	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	5	181	31	19	0	0	NA	NA	1	1	AR1	SR	0	NA	3	3
1	H	5	185	19	5	0	NA	NA	NA	0	0	S	S	0	NA	0	1
1	H	5	186	16	16	0	NA	NA	NA	1	1	SR	SR	0	NA	3	3
1	H	5	187	23	23	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
1	H	5	188	26	15	1	0	1	NA	1	1	AR1	SR	0	NA	2	2
1	H	5	192	27	25	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	5	193	29	38	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	5	194	30	44	1	0	1	NA	0	0	A	A	0	NA	0	0
1	H	5	198	19	8	0	NA	NA	NA	1	1	SR	SR	0	NA	5	5
1	H	5	199	21	7	0	0	NA	NA	1	1	AR2	SR	0	NA	5	5
1	H	5	200	18	12	0	NA	NA	NA	1	1	SR	SR	0	NA	5	5
1	H	5	201	19	16	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	H	5	202	29	30	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	5	203	16	25	0	0	NA	NA	0	0	S	A	0	NA	0	0
1	H	5	204	43	31	0	0	NA	NA	0	1	A	AR1	1	NA	0	2
1	H	5	204.1	NA	30	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	H	5	205	36	19	0	NA	NA	NA	0	1	A	SR	1	NA	0	2
1	H	5	205.1	NA	23	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	H	5	222	34	30	1	0	1	NA	0	0	A	A	0	NA	0	0
1	H	5	223	21	24	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
1	H	5	224	18	16	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
1	H	5	225	35	38	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	5	531	23	30	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	5	540	14	6	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	H	5	1524	NA	4	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
1	H	5	1525	43	45	1	0	1	NA	1	1	AR1	AR1	1	NA	2	2
1	H	5	1525.1	NA	45	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	H	5	1527	NA	13	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
1	H	5	1528	NA	12	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
1	H	5	1529	NA	26	0	0	NA	NA	NA	0	NA	A	NA	0	NA	0
1	H	5	1531	30	NA	1	0	1	NA	1	1	AR1	AR1	0	NA	3	3
1	H	5	1532	NA	34	1	0	2	NA	1	1	AR1	AR1	0	NA	3	3
1	H	5	1533	26	20	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	H	5	1534	18	13	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	H	5	1535	NA	43	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	3
1	H	5	1535.1	NA	54	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	3
1	UH	6	2	19	19	0	NA	NA	NA	1	1	SR	SR	0	NA	5	5
1	UH	6	3	24	33	0	0	NA	NA	1	1	AR2	AR2	0	NA	5	5
1	UH	6	4	28	30	1	0	1	NA	1	1	AR2	AR2	0	NA	5	5
1	UH	6	6	21	20	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	4
1	UH	6	7	19	23	0	0	NA	NA	1	1	SR	AR1	0	NA	3	4
1	UH	6	8	20	22	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	4
1	UH	6	10	12	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	6	NA
1	UH	6	11	16	18	0	NA	NA	NA	1	1	SR	SR	0	NA	6	5
1	UH	6	12	29	26	1	0	1	NA	1	1	AR2	AR2	0	NA	6	5
1	UH	6	15	42	46	1	0	3	NA	1	1	AR1	AR1	1	NA	3	4
1	UH	6	15.1	NA	37	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
1	UH	6	20	17	21	0	0	NA	NA	1	1	SR	AR2	0	NA	6	6
1	UH	6	21	24	32	0	0	NA	NA	1	1	AR2	AR2	0	NA	6	6
1	UH	6	22	17	30	0	0	NA	NA	1	1	SR	AR2	0	NA	6	6
1	UH	6	26	50	46	1	1	3	1	1	1	AR1	AR2	1	NA	3	5
1	UH	6	26.1	NA	44	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	5
1	UH	6	29	NA	30	1	0	1	NA	1	1	AR1	AR1	0	NA	4	4
1	UH	6	32	17	19	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	6	34	40	41	1	0	2	NA	1	1	AR1	AR2	1	NA	3	5
1	UH	6	34.1	NA	50	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	5
1	UH	6	35	32	44	1	0	2	NA	1	1	AR1	AR2	0	NA	3	5
1	UH	6	38	15	11	0	NA	NA	NA	0	1	S	SR	1	NA	0	2
1	UH	6	38.1	NA	13	0	NA	NA	NA	NA	1	NA	SR	NA	1	NA	2
1	UH	6	39	NA	38	0	0	NA	NA	0	1	A	AR1	1	NA	0	2
1	UH	6	39.1	NA	35	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	UH	6	41	11	11	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	6	43	29	28	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
1	UH	6	44	27	34	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
1	UH	6	45	26	25	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
1	UH	6	46	35	36	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
1	UH	6	47	10	10	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
1	UH	6	48	9	9	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
1	UH	6	49	17	26	0	0	NA	NA	0	0	S	A	0	NA	0	0
1	UH	6	201	12	12	0	NA	NA	NA	1	1	SR	SR	0	NA	6	5
1	UH	6	202	10	8	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	7	51	45	29	1	0	3	NA	1	1	AR1	AR1	1	NA	2	3
1	UH	7	51.1	NA	39	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
1	UH	7	52	26	22	1	0	1	NA	1	1	AR1	AR2	0	NA	4	5
1	UH	7	53	17	18	0	NA	NA	NA	1	1	SR	SR	0	NA	4	5
1	UH	7	54	14	15	0	NA	NA	NA	1	1	SR	SR	0	NA	4	5
1	UH	7	55	19	19	0	NA	NA	NA	1	1	SR	SR	1	NA	4	5
1	UH	7	55.1	NA	18	0	NA	NA	NA	NA	1	NA	SR	NA	1	NA	5
1	UH	7	57	13	19	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
1	UH	7	58	14	19	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
1	UH	7	59	30	36	1	0	3	NA	0	1	A	AR1	1	NA	0	2
1	UH	7	59.1	NA	31	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	UH	7	60	36	40	1	0	1	NA	1	1	AR1	AR2	1	NA	2	5
1	UH	7	60.1	NA	48	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	5
1	UH	7	63	44	39	1	0	4	NA	0	1	A	AR1	1	NA	0	2
1	UH	7	63.1	NA	52	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	UH	7	64	9	10	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	7	65	21	40	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	7	66	21	46	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	7	67	11	27	0	0	NA	NA	0	0	S	A	0	NA	0	0
1	UH	7	68	16	30	0	0	NA	NA	0	0	S	A	0	NA	0	0
1	UH	8	69	19	26	0	0	NA	NA	0	0	S	A	0	NA	0	0
1	UH	8	70	50	41	1	0	3	NA	0	1	A	AR1	1	NA	0	2
1	UH	8	70.1	NA	43	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	UH	8	71	12	17	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	8	73	38	20	1	0	1	NA	0	1	A	AR1	1	NA	0	3
1	UH	8	73.1	NA	23	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
1	UH	8	73.2	NA	23	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
1	UH	8	74	28	27	1	0	1	NA	1	1	AR2	AR2	0	NA	5	6
1	UH	8	76	17	17	0	NA	NA	NA	1	1	SR	SR	0	NA	5	6
1	UH	8	79	54	38	1	0	2	NA	1	1	AR1	AR1	1	NA	2	3
1	UH	8	79.1	NA	39	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
1	UH	8	81	19	25	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	8	84	29	27	1	0	1	NA	1	1	AR2	AR2	1	NA	6	7
1	UH	8	84.1	NA	27	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	7
1	UH	8	85	25	29	0	0	NA	NA	1	1	AR2	AR2	0	NA	6	7
1	UH	8	86	17	15	0	NA	NA	NA	1	1	SR	SR	0	NA	6	7
1	UH	8	87	22	20	0	0	NA	NA	1	1	AR2	AR2	0	NA	6	7
1	UH	8	88	9	11	0	NA	NA	NA	1	1	SR	SR	0	NA	6	7
1	UH	8	89	33	NA	0	NA	NA	NA	0	NA	A	dead	0	NA	0	NA
1	UH	8	91	14	10	0	NA	NA	NA	1	1	SR	SR	0	NA	3	3
1	UH	8	92	16	18	0	NA	NA	NA	1	1	SR	SR	0	NA	3	3
1	UH	8	93	15	19	0	NA	NA	NA	1	1	SR	SR	0	NA	3	3
1	UH	8	94	16	7	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	8	95	34	41	1	0	2	NA	0	1	A	AR1	1	NA	0	2
1	UH	8	95.1	NA	40	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	UH	8	96	9	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	8	102	15	20	0	0	NA	NA	0	0	S	A	0	NA	0	0
1	UH	8	103	17	10	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	8	104	44	30	1	0	2	NA	1	1	AR1	AR1	0	NA	2	3
1	UH	8	203	19	18	0	NA	NA	NA	1	1	SR	SR	0	NA	5	6
1	UH	8	244	NA	27	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	2
1	UH	8	245	NA	25	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	2
1	UH	9	106	33	32	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	9	107	45	34	1	0	1	NA	1	1	AR1	AR1	1	NA	2	3
1	UH	9	107.1	NA	33	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
1	UH	9	107.2	NA	17	0	NA	NA	NA	NA	1	NA	SR	NA	1	NA	3
1	UH	9	108	16	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	2	NA
1	UH	9	109	18	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	2	NA
1	UH	9	112	35	46	1	0	1	NA	0	0	A	A	0	NA	0	0
1	UH	9	117	18	21	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	9	123	36	23	1	0	2	NA	1	1	AR2	AR2	1	NA	5	8
1	UH	9	123.1	NA	22	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	8
1	UH	9	124	11	8	0	NA	NA	NA	1	1	SR	SR	0	NA	5	8
1	UH	9	128	15	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	9	130	8	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	2	NA
1	UH	9	131	8	5	0	NA	NA	NA	1	0	SR	S	0	NA	2	1
1	UH	9	132	11	8	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	9	133	38	37	1	0	1	NA	0	1	A	AR1	1	NA	0	2
1	UH	9	133.1	NA	31	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	UH	9	134	8	7	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	9	136	18	26	0	0	NA	NA	0	0	S	A	0	NA	0	0
1	UH	9	137	12	19	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	9	138	21	20	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
1	UH	9	139	28	29	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
1	UH	9	141	36	24	1	0	1	NA	1	1	AR1	AR1	0	NA	3	4
1	UH	9	147	42	33	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	9	148	20	18	0	0	NA	NA	0	0	A	S	0	NA	0	0
1	UH	9	150	15	16	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	9	152	21	23	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	9	156	34	26	0	0	NA	NA	1	1	AR2	AR2	0	NA	5	5
1	UH	9	158	18	24	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	9	159	48	27	1	0	1	NA	0	1	A	AR1	1	NA	0	2
1	UH	9	159.1	NA	32	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	UH	9	160	23	60	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
1	UH	9	161	22	20	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
1	UH	9	165	NA	13	0	NA	NA	NA	0	0	A	S	0	NA	0	0
1	UH	9	166	29	20	1	0	1	NA	1	1	AR1	AR1	0	NA	2	2
1	UH	9	172	24	30	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	9	173	17	17	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	9	175	17	15	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	9	176	14	14	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	9	180	20	16	0	NA	NA	NA	0	0	A	S	0	NA	0	0
1	UH	10	182	23	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	10	183	19	23	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	10	184	25	29	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	10	185	21	25	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	10	186	24	24	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	10	187	21	20	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	10	190	21	22	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
1	UH	10	191	36	22	1	0	2	NA	0	1	A	AR1	1	NA	0	2
1	UH	10	191.1	NA	21	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	UH	10	192	23	32	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	10	193	23	24	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	10	194	NA	16	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	10	195	39	34	1	0	1	NA	0	0	A	A	0	NA	0	0
1	UH	10	198	41	41	1	0	2	NA	1	1	AR2	AR2	0	NA	6	7
1	UH	10	210	28	25	1	0	1	NA	0	0	A	A	0	NA	0	0
1	UH	10	211	15	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	10	216	8	8	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	10	218	18	18	0	NA	NA	NA	0	0	A	S	0	NA	0	0
1	UH	10	219	35	48	1	0	1	NA	0	0	A	A	0	NA	0	0
1	UH	10	1536	15	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	10	1537	11	8	0	NA	NA	NA	0	0	S	S	0	NA	0	0
1	UH	10	1548	36	38	1	0	2	NA	0	1	A	AR1	1	NA	0	2
1	UH	10	1548.1	NA	41	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	UH	10	1551	13	23	0	0	NA	NA	0	0	S	A	0	NA	0	0
1	UH	11	11	29	29	1	0	1	NA	1	1	AR2	AR2	0	NA	9	10
1	UH	11	14	35	42	1	0	1	NA	1	1	AR2	AR2	0	NA	9	10
1	UH	11	15	42	45	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	11	16	38	37	1	0	2	NA	1	1	AR1	AR1	1	NA	2	3
1	UH	11	16.1	NA	44	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
1	UH	11	17	35	44	1	0	1	NA	1	1	AR1	AR1	0	NA	2	3
1	UH	11	19	27	36	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
1	UH	11	20	30	36	1	0	1	NA	1	1	AR1	AR1	0	NA	3	3
1	UH	11	21	47	46	1	0	1	NA	0	0	A	A	0	NA	0	0
1	UH	11	24	27	49	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	11	27	13	19	0	0	NA	NA	1	1	SR	SR	0	NA	2	2
1	UH	11	28	53	43	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
1	UH	11	30	25	31	1	0	1	NA	0	0	A	A	0	NA	0	0
1	UH	11	32	46	47	1	0	3	NA	1	1	AR2	AR2	1	NA	6	9
1	UH	11	32.1	NA	40	0	0	NA	NA	NA	1	NA	AR2	NA	1	NA	9
1	UH	11	45	27	30	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
1	UH	11	47	20	28	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
1	UH	11	246	NA	9	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
1	UH	12	49	39	25	1	0	1	NA	1	1	AR1	AR1	1	NA	2	3
1	UH	12	49.1	NA	34	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
1	UH	12	50	31	42	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	3
1	UH	12	52	23	37	0	0	NA	NA	1	1	AR1	AR1	0	NA	4	4
1	UH	12	55	30	37	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
1	UH	12	57	NA	53	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
1	UH	12	59	38	40	1	0	1	NA	1	1	AR1	AR1	0	NA	2	2
1	UH	12	60	34	24	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
1	UH	12	65	19	27	0	0	NA	NA	0	0	S	A	0	NA	0	0
1	UH	12	66	38	35	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	12	67	53	46	1	0	4	NA	0	1	A	AR1	1	NA	0	2
1	UH	12	67.1	NA	50	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	UH	12	68	65	46	1	0	2	NA	0	1	A	AR1	1	NA	0	2
1	UH	12	68.1	NA	37	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	UH	12	71	10	11	0	0	NA	NA	0	0	S	S	0	NA	0	0
1	UH	12	72	51	39	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
1	UH	12	73	54	60	1	0	2	NA	1	1	AR1	AR1	0	NA	3	3
1	UH	13	75	31	38	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	13	76	30	30	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	13	77	49	48	1	0	2	NA	0	1	A	AR1	1	NA	0	2
1	UH	13	77.1	NA	53	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	UH	13	78	26	49	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	13	80	32	35	0	0	NA	NA	0	1	A	AR1	1	NA	0	2
1	UH	13	80.1	NA	41	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
1	UH	13	81	31	29	1	0	1	NA	1	1	AR1	AR1	1	NA	2	3
1	UH	13	81.1	NA	28	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	3
1	UH	13	82	17	19	0	0	NA	NA	1	1	SR	SR	0	NA	2	3
1	UH	13	83	26	27	0	0	NA	NA	0	0	A	A	0	NA	0	0
1	UH	13	84	44	32	0	0	NA	NA	0	1	A	AR1	1	NA	0	4
1	UH	13	84.1	NA	32	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
1	UH	13	84.2	NA	38	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
1	UH	13	84.3	NA	29	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
1	UH	13	85	39	41	1	0	1	NA	1	1	AR1	AR1	0	NA	2	2
