Label,Site,Transect,Species,Area,Perim.,Major,Minor,Angle
Molokini_Transect1_13.tif:mc-32,Molokini,1,M. capitata,1.3,4.5,1.4,1.2,28
Molokini_Transect1_13.tif:mc-33,Molokini,1,M. capitata,82.1,55.2,14,7.5,35.4
Molokini_Transect1_13.tif:mc-34,Molokini,1,M. capitata,10.4,17.3,5.2,2.6,177.7
Molokini_Transect1_13.tif:mc-4,Molokini,1,M. capitata,2.4,6.2,1.9,1.6,134.1
Molokini_Transect1_13.tif:mc-5,Molokini,1,M. capitata,336,257.3,23.8,18,151.8
Molokini_Transect1_13.tif:mc-6,Molokini,1,M. capitata,12,18.1,4.7,3.2,129.9
Molokini_Transect1_13.tif:mc-7,Molokini,1,M. capitata,2.1,5.7,2.1,1.3,27.7
Molokini_Transect1_13.tif:mc-8,Molokini,1,M. capitata,5.6,9.5,3.5,2,19
Molokini_Transect1_13.tif:mc-9,Molokini,1,M. capitata,14.6,32.5,5.8,3.2,31.6
Molokini_Transect1_13.tif:mp,Molokini,1,M. patula,129.9,114.5,13.3,12.4,125.5
Molokini_Transect1_13.tif:mp-1,Molokini,1,M. patula,27.6,27.1,8.9,4,146.6
Molokini_Transect1_13.tif:pv,Molokini,1,P. varians,231.4,146.4,24,12.3,118.2
Molokini_Transect1_14.tif:mc,Molokini,1,M. capitata,39.9,25.3,8.1,6.3,73.8
Molokini_Transect1_14.tif:mc-1,Molokini,1,M. capitata,160,124.4,15.3,13.3,23.7
Molokini_Transect1_14.tif:mc-10,Molokini,1,M. capitata,3.3,7.6,2.9,1.4,99.5
Molokini_Transect1_14.tif:mc-11,Molokini,1,M. capitata,5.3,8.7,3.1,2.2,161.7
Molokini_Transect1_14.tif:mc-12,Molokini,1,M. capitata,1.2,4.3,1.6,0.9,143.1
Molokini_Transect1_14.tif:mc-13,Molokini,1,M. capitata,0.6,2.8,1,0.8,34.4
Molokini_Transect1_14.tif:mc-14,Molokini,1,M. capitata,0.5,2.6,1,0.6,121.3
Molokini_Transect1_14.tif:mc-15,Molokini,1,M. capitata,3.8,8.2,3.3,1.5,31.1
Molokini_Transect1_14.tif:mc-16,Molokini,1,M. capitata,12,17.8,4.5,3.4,135.6
Molokini_Transect1_14.tif:mc-17,Molokini,1,M. capitata,3.1,8.6,3,1.3,130.8
Molokini_Transect1_14.tif:mc-18,Molokini,1,M. capitata,1,4.2,1.4,0.9,31
Molokini_Transect1_14.tif:mc-19,Molokini,1,M. capitata,1.2,4.7,1.7,0.9,119
Molokini_Transect1_14.tif:mc-2,Molokini,1,M. capitata,60.1,59.2,10.1,7.5,18.4
Molokini_Transect1_14.tif:mc-20,Molokini,1,M. capitata,11.1,21.4,4.6,3.1,30.7
Molokini_Transect1_14.tif:mc-21,Molokini,1,M. capitata,13,24.6,5.5,3,85.7
Molokini_Transect1_14.tif:mc-22,Molokini,1,M. capitata,41.3,40.9,8,6.6,135.7
Molokini_Transect1_14.tif:mc-23,Molokini,1,M. capitata,548.7,276.9,29.3,23.9,84.9
Molokini_Transect1_14.tif:mc-24,Molokini,1,M. capitata,32.7,36.8,9.2,4.5,151.8
Molokini_Transect1_14.tif:mc-25,Molokini,1,M. capitata,34.3,42.6,8.9,4.9,126.5
Molokini_Transect1_14.tif:mc-26,Molokini,1,M. capitata,688.8,242.8,40.7,21.5,62.8
Molokini_Transect1_14.tif:mc-27,Molokini,1,M. capitata,673,243.3,34.8,24.6,116
Molokini_Transect1_14.tif:mc-28,Molokini,1,M. capitata,13.8,24,5.7,3.1,48.3
Molokini_Transect1_14.tif:mc-29,Molokini,1,M. capitata,1.3,4.1,1.5,1.1,43.3
Molokini_Transect1_14.tif:mc-3,Molokini,1,M. capitata,49.5,58.2,9.1,7,102.2
Molokini_Transect1_14.tif:mc-30,Molokini,1,M. capitata,1.7,5.5,1.5,1.4,24.3
Molokini_Transect1_14.tif:mc-31,Molokini,1,M. capitata,8.7,15.1,4.5,2.5,96.2
Molokini_Transect1_14.tif:mc-32,Molokini,1,M. capitata,2.2,6.2,2.1,1.3,124.3
Molokini_Transect1_14.tif:mc-33,Molokini,1,M. capitata,10.8,18,4.8,2.9,47.9
Molokini_Transect1_14.tif:mc-34,Molokini,1,M. capitata,15.3,22.8,5.5,3.6,3.4
Molokini_Transect1_14.tif:mc-35,Molokini,1,M. capitata,48.3,54.9,12.4,4.9,136.7
Molokini_Transect1_14.tif:mc-36,Molokini,1,M. capitata,28.3,27,6.6,5.5,15.1
Molokini_Transect1_14.tif:mc-37,Molokini,1,M. capitata,2.1,5.5,1.9,1.4,113.4
Molokini_Transect1_14.tif:mc-38,Molokini,1,M. capitata,8.4,12.9,3.4,3.1,32
Molokini_Transect1_14.tif:mc-39,Molokini,1,M. capitata,44.7,61.6,10.3,5.5,60.6
Molokini_Transect1_14.tif:mc-4,Molokini,1,M. capitata,6.2,10.1,3.4,2.3,154.1
Molokini_Transect1_14.tif:mc-40,Molokini,1,M. capitata,2.2,10.5,1.9,1.5,153.3
Molokini_Transect1_14.tif:mc-5,Molokini,1,M. capitata,35.1,28.3,8.4,5.3,169.1
Molokini_Transect1_14.tif:mc-6,Molokini,1,M. capitata,12,15.5,4.9,3.1,172.8
Molokini_Transect1_14.tif:mc-7,Molokini,1,M. capitata,1.7,5.2,1.8,1.2,112.1
Molokini_Transect1_14.tif:mc-8,Molokini,1,M. capitata,5.9,10.4,3.2,2.3,107.5
Molokini_Transect1_14.tif:mc-9,Molokini,1,M. capitata,4.1,7.8,2.5,2.1,72.6
Molokini_Transect1_14.tif:mp,Molokini,1,M. patula,85,66.4,11.2,9.7,165.4
Molokini_Transect1_14.tif:mp-1,Molokini,1,M. patula,8.2,15.5,5.2,2,153.7
Molokini_Transect1_14.tif:mp-2,Molokini,1,M. patula,143.6,110,15.9,11.5,109.7
Molokini_Transect1_14.tif:mp-3,Molokini,1,M. patula,35.6,29.2,10.5,4.3,65.9
Molokini_Transect1_14.tif:mp-4,Molokini,1,M. patula,13.6,18.4,5.6,3.1,17.4
Molokini_Transect1_14.tif:mp-5,Molokini,1,M. patula,11.4,13.6,3.9,3.8,145.9
Molokini_Transect1_14.tif:mp-6,Molokini,1,M. patula,5.9,10.4,3.8,2,136.8
Molokini_Transect1_14.tif:pv,Molokini,1,P. varians,267.5,174.5,24.5,13.9,32.8
Molokini_Transect1_14.tif:pv-1,Molokini,1,P. varians,5.6,8.9,3,2.3,31
Molokini_Transect1_15.tif:mc,Molokini,1,M. capitata,606.8,195.9,28.6,27,33.4
Molokini_Transect1_15.tif:mc-1,Molokini,1,M. capitata,31.5,28.7,7.6,5.3,147.4
Molokini_Transect1_15.tif:mc-2,Molokini,1,M. capitata,16.9,25.9,6,3.6,11.2
Molokini_Transect1_15.tif:mc-3,Molokini,1,M. capitata,16.9,25.9,6,3.6,11.2
Molokini_Transect1_15.tif:mc-4,Molokini,1,M. capitata,207.5,70.1,20.5,12.9,112.8
Molokini_Transect1_15.tif:mp,Molokini,1,M. patula,536.4,247.4,30.2,22.6,71.3
Molokini_Transect1_15.tif:mp-1,Molokini,1,M. patula,176.6,92.3,16.6,13.5,14.9
Molokini_Transect1_15.tif:mp-2,Molokini,1,M. patula,62,59.2,10.8,7.3,99.1
Molokini_Transect1_15.tif:mp-3,Molokini,1,M. patula,128.9,84.6,13.8,11.9,6
Molokini_Transect1_15.tif:mp-4,Molokini,1,M. patula,135.7,86.8,23.2,7.4,90.4
Molokini_Transect1_15.tif:mp-5,Molokini,1,M. patula,1.2,4.8,1.6,1,87
Molokini_Transect1_15.tif:mp-6,Molokini,1,M. patula,308.1,115.6,33.3,11.8,13.3
Molokini_Transect1_15.tif:mp-7,Molokini,1,M. patula,69.1,58.4,14.5,6.1,156.8
Molokini_Transect1_15.tif:pm,Molokini,1,P. meandrina,103.3,81.7,16.7,7.9,159.6
Molokini_Transect1_15.tif:pm-1,Molokini,1,P. meandrina,121.7,60,12.6,12.3,134.9
Molokini_Transect1_16.tif:mc,Molokini,1,M. capitata,83.3,83.1,13.3,7.9,6.7
Molokini_Transect1_16.tif:mc-1,Molokini,1,M. capitata,171.9,100.7,22.6,9.7,98.6
Molokini_Transect1_16.tif:mc-10,Molokini,1,M. capitata,282.2,158.8,29.2,12.3,147.5
Molokini_Transect1_16.tif:mc-11,Molokini,1,M. capitata,2.9,7,2.9,1.3,15.8
Molokini_Transect1_16.tif:mc-12,Molokini,1,M. capitata,4.4,9.8,3,1.9,65.4
Molokini_Transect1_16.tif:mc-13,Molokini,1,M. capitata,472.9,229.3,38.6,15.6,16.2
Molokini_Transect1_16.tif:mc-14,Molokini,1,M. capitata,161.9,93.1,21.2,9.7,23.5
Molokini_Transect1_16.tif:mc-15,Molokini,1,M. capitata,200.2,103.2,21.2,12,94.5
Molokini_Transect1_16.tif:mc-16,Molokini,1,M. capitata,53.6,46.6,9.1,7.5,20
Molokini_Transect1_16.tif:mc-2,Molokini,1,M. capitata,8.3,12.7,5.3,2,134.2
Molokini_Transect1_16.tif:mc-3,Molokini,1,M. capitata,121.6,61.1,18.4,8.4,132.8
Molokini_Transect1_16.tif:mc-4,Molokini,1,M. capitata,229.3,121.3,28.8,10.1,27.8
Molokini_Transect1_16.tif:mc-5,Molokini,1,M. capitata,417.9,118.5,26.6,20,59.2
Molokini_Transect1_16.tif:mc-6,Molokini,1,M. capitata,17.3,27,7,3.1,68.3
Molokini_Transect1_16.tif:mc-7,Molokini,1,M. capitata,0.6,3.3,1.4,0.5,55.5
Molokini_Transect1_16.tif:mc-8,Molokini,1,M. capitata,0.4,2.6,0.9,0.5,109.1
Molokini_Transect1_16.tif:mc-9,Molokini,1,M. capitata,5.1,10.1,3.4,1.9,130.9
Molokini_Transect1_16.tif:mp,Molokini,1,M. patula,18.9,23.6,6.9,3.5,32.7
Molokini_Transect1_16.tif:mp-1,Molokini,1,M. patula,70.9,49.1,13.2,6.9,69.6
Molokini_Transect1_16.tif:mp-2,Molokini,1,M. patula,253,159.8,28.8,11.2,7.6
Molokini_Transect1_16.tif:mp-3,Molokini,1,M. patula,185.2,63.6,15.6,15.1,143.8
Molokini_Transect1_16.tif:pl,Molokini,1,P. lobata,8.1,11.9,3.3,3.1,23.2
Molokini_Transect1_16.tif:pl-1,Molokini,1,P. lobata,18.6,25.7,9.1,2.6,54
Molokini_Transect1_16.tif:pm,Molokini,1,P. meandrina,259.7,79.6,22.2,14.9,135.2
Molokini_Transect1_17.tif:mc,Molokini,1,M. capitata,1025.1,223.1,48.4,26.9,60
Molokini_Transect1_17.tif:mc-1,Molokini,1,M. capitata,144.4,64.3,15.7,11.7,171.6
Molokini_Transect1_17.tif:mc-2,Molokini,1,M. capitata,337.7,146.2,25.2,17.1,122.7
Molokini_Transect1_17.tif:mc-3,Molokini,1,M. capitata,127.7,57.9,15.4,10.6,85.8
Molokini_Transect1_17.tif:mc-4,Molokini,1,M. capitata,75.2,38.7,12.4,7.7,63.5
Molokini_Transect1_17.tif:mc-5,Molokini,1,M. capitata,28.9,28.4,9.5,3.9,175.8
Molokini_Transect1_17.tif:mc-6,Molokini,1,M. capitata,132.6,72.9,18.6,9.1,116.9
Molokini_Transect1_17.tif:mp,Molokini,1,M. patula,44.5,43.1,11.9,4.7,167.9
Molokini_Transect1_17.tif:mp-1,Molokini,1,M. patula,189.8,130.4,21.9,11,171.2
Molokini_Transect1_17.tif:mp-2,Molokini,1,M. patula,104.3,68,15.3,8.7,2.7
Molokini_Transect1_17.tif:mp-3,Molokini,1,M. patula,315.3,131.3,29.4,13.6,78
Molokini_Transect1_17.tif:mp-4,Molokini,1,M. patula,373.3,156.6,25.5,18.6,86.8
Molokini_Transect1_17.tif:mp-5,Molokini,1,M. patula,24.3,35.9,7.6,4.1,149.1
Molokini_Transect1_17.tif:mp-6,Molokini,1,M. patula,11.8,16.5,4.3,3.5,117.3
Molokini_Transect1_17.tif:pc,Molokini,1,P. compressa,1.4,4.5,1.7,1,124.4
Molokini_Transect1_17.tif:pl,Molokini,1,P. lobata,56.7,30.5,8.8,8.2,97
Molokini_Transect1_17.tif:pl-1,Molokini,1,P. lobata,41,39.2,11.7,4.5,66.9
Molokini_Transect1_17.tif:pl-10,Molokini,1,P. lobata,2,5.1,1.7,1.5,0.8
Molokini_Transect1_17.tif:pl-11,Molokini,1,P. lobata,9.9,16.8,5.1,2.5,86.5
Molokini_Transect1_17.tif:pl-12,Molokini,1,P. lobata,25.8,26.8,7,4.7,72.2
Molokini_Transect1_17.tif:pl-13,Molokini,1,P. lobata,36.8,32.9,9.4,5,120.2
Molokini_Transect1_17.tif:pl-14,Molokini,1,P. lobata,7.4,13,4.4,2.1,177.5
Molokini_Transect1_17.tif:pl-15,Molokini,1,P. lobata,68.3,56.5,10.1,8.6,33.6
Molokini_Transect1_17.tif:pl-16,Molokini,1,P. lobata,9,11.6,3.7,3.1,137.5
Molokini_Transect1_17.tif:pl-17,Molokini,1,P. lobata,7.9,11.9,4.4,2.3,95.9
Molokini_Transect1_17.tif:pl-18,Molokini,1,P. lobata,9.5,14.6,4.1,2.9,39.6
Molokini_Transect1_17.tif:pl-19,Molokini,1,P. lobata,14.2,25.1,5.1,3.5,71.8
Molokini_Transect1_17.tif:pl-2,Molokini,1,P. lobata,9.1,14.4,4.2,2.7,48
Molokini_Transect1_17.tif:pl-20,Molokini,1,P. lobata,15.9,18.3,5.7,3.6,46.7
Molokini_Transect1_17.tif:pl-21,Molokini,1,P. lobata,14.2,16.4,5.5,3.3,117.2
Molokini_Transect1_17.tif:pl-3,Molokini,1,P. lobata,2.9,6.8,2.5,1.5,71.8
Molokini_Transect1_17.tif:pl-4,Molokini,1,P. lobata,3.5,7.3,2.5,1.8,138.2
Molokini_Transect1_17.tif:pl-5,Molokini,1,P. lobata,12.9,19.2,5.2,3.2,98.3
Molokini_Transect1_17.tif:pl-6,Molokini,1,P. lobata,13,17,4.5,3.6,103.9
Molokini_Transect1_17.tif:pl-7,Molokini,1,P. lobata,3,6.5,2.3,1.7,82.3
Molokini_Transect1_17.tif:pl-8,Molokini,1,P. lobata,4.9,9.2,3.1,2,26.8
Molokini_Transect1_17.tif:pl-9,Molokini,1,P. lobata,32.5,33,10.6,3.9,83.9
Molokini_Transect1_17.tif:pm,Molokini,1,P. meandrina,93.2,46.7,11.7,10.1,107.5
Molokini_Transect1_18.tif:mc,Molokini,1,M. capitata,2193.9,346.5,72.1,38.7,12.3
Molokini_Transect1_18.tif:mc-1,Molokini,1,M. capitata,44.6,30.7,9.7,5.8,174.4
Molokini_Transect1_18.tif:mc-2,Molokini,1,M. capitata,9.5,12,4.2,2.9,66.3
Molokini_Transect1_18.tif:mc-3,Molokini,1,M. capitata,16.5,18.8,5.7,3.7,101.7
Molokini_Transect1_18.tif:mp,Molokini,1,M. patula,212.9,98.5,20.6,13.1,23
Molokini_Transect1_18.tif:mp-1,Molokini,1,M. patula,123.9,76.6,15,10.5,62.6
Molokini_Transect1_18.tif:mp-2,Molokini,1,M. patula,3.2,7.7,2.3,1.8,51.6
Molokini_Transect1_18.tif:mp-3,Molokini,1,M. patula,27.3,25.3,8.6,4,113.7
Molokini_Transect1_18.tif:pl,Molokini,1,P. lobata,21.3,18.9,5.6,4.8,25.5
Molokini_Transect1_18.tif:pl-1,Molokini,1,P. lobata,26.7,22.8,7.4,4.6,85.2
Molokini_Transect1_18.tif:pl-2,Molokini,1,P. lobata,39.9,33.4,7.8,6.5,175.7
Molokini_Transect1_18.tif:pl-3,Molokini,1,P. lobata,44.2,34.4,8.8,6.4,163.2
Molokini_Transect1_19.tif:mc,Molokini,1,M. capitata,203,86.4,22.9,11.3,39.8
Molokini_Transect1_19.tif:mp,Molokini,1,M. patula,68.2,52.4,11.6,7.5,52.7
Molokini_Transect1_19.tif:mp-1,Molokini,1,M. patula,16.5,20.1,5.3,4,148.3
Molokini_Transect1_19.tif:mp-2,Molokini,1,M. patula,34.9,24.3,7.3,6.1,3.4
Molokini_Transect1_19.tif:mp-3,Molokini,1,M. patula,14.2,18.5,5.7,3.2,164.6
Molokini_Transect1_19.tif:mp-4,Molokini,1,M. patula,7.2,13.2,4.8,1.9,150.5
Molokini_Transect1_19.tif:mp-5,Molokini,1,M. patula,2.9,8.5,2,1.8,70.1
Molokini_Transect1_19.tif:mp-6,Molokini,1,M. patula,183.2,73,17.2,13.6,175.7
Molokini_Transect1_19.tif:pl,Molokini,1,P. lobata,108.9,59.4,16.5,8.4,20.5
Molokini_Transect1_20.tif:mc,Molokini,1,M. capitata,221.2,96.3,20.3,13.9,11.6
Molokini_Transect1_20.tif:mc-1,Molokini,1,M. capitata,68.7,48.2,10.8,8.1,120.8
Molokini_Transect1_20.tif:mc-2,Molokini,1,M. capitata,107.9,68.9,13.4,10.2,54.8
Molokini_Transect1_20.tif:mc-3,Molokini,1,M. capitata,300,105.3,22.1,17.3,118.2
Molokini_Transect1_20.tif:mc-4,Molokini,1,M. capitata,47,36.9,10.4,5.8,132.3
Molokini_Transect1_20.tif:mc-5,Molokini,1,M. capitata,6.6,9.4,3,2.8,99.8
Molokini_Transect1_20.tif:mc-6,Molokini,1,M. capitata,21.2,19.9,5.5,4.9,79.4
Molokini_Transect1_20.tif:mp,Molokini,1,M. patula,37,29.1,8.1,5.8,166.4
Molokini_Transect1_20.tif:mp-1,Molokini,1,M. patula,172.1,100,20.3,10.8,138.1
Molokini_Transect1_20.tif:mp-2,Molokini,1,M. patula,20.6,26.2,6.8,3.9,91.5
Molokini_Transect1_20.tif:mp-3,Molokini,1,M. patula,187,115.7,17.4,13.7,147.1
Molokini_Transect1_20.tif:mp-4,Molokini,1,M. patula,66.9,47.5,14.2,6,103.2
Molokini_Transect1_20.tif:mp-5,Molokini,1,M. patula,11.3,12.4,4.4,3.3,156.5
Molokini_Transect1_20.tif:mp-6,Molokini,1,M. patula,100.7,62.6,14.2,9,131.1
Molokini_Transect1_20.tif:pc,Molokini,1,P. compressa,4.3,9.1,2.7,2,163.6
Molokini_Transect1_20.tif:pl,Molokini,1,P. lobata,7.4,10.3,3.5,2.7,86.9
Molokini_Transect1_20.tif:pl-1,Molokini,1,P. lobata,4.8,10.9,3.8,1.6,73.5
Molokini_Transect1_20.tif:pl-2,Molokini,1,P. lobata,5.8,15.7,4.3,1.7,173
Molokini_Transect1_20.tif:pl-3,Molokini,1,P. lobata,9.9,11.9,3.7,3.4,118.6
Molokini_Transect1_20.tif:pl-4,Molokini,1,P. lobata,6.7,12.4,3.6,2.4,26.5
Molokini_Transect1_20.tif:pl-5,Molokini,1,P. lobata,5.7,8.8,2.9,2.4,162.8
Molokini_Transect1_20.tif:pl-6,Molokini,1,P. lobata,8,10.8,3.7,2.8,142
Molokini_Transect1_20.tif:pl-7,Molokini,1,P. lobata,2.4,5.9,2.1,1.5,77.7
Molokini_Transect1_20.tif:pl-8,Molokini,1,P. lobata,52.6,35.4,9.9,6.8,13.6
Molokini_Transect1_20.tif:pm,Molokini,1,P. meandrina,181.3,81.7,16.1,14.3,121.1
Molokini_Transect1_23.tif:mc,Molokini,1,M. capitata,6.2,10.2,3.1,2.6,13.1
Molokini_Transect1_23.tif:mc-1,Molokini,1,M. capitata,29.8,24.1,8.1,4.7,15.1
Molokini_Transect1_23.tif:mc-10,Molokini,1,M. capitata,2.1,5.5,1.9,1.4,114.1
Molokini_Transect1_23.tif:mc-11,Molokini,1,M. capitata,1.9,5.5,1.7,1.4,80.1
Molokini_Transect1_23.tif:mc-12,Molokini,1,M. capitata,5.5,11.2,3.7,1.9,34.7
Molokini_Transect1_23.tif:mc-13,Molokini,1,M. capitata,18.2,29.9,6.5,3.6,36.5
Molokini_Transect1_23.tif:mc-2,Molokini,1,M. capitata,26.3,38.2,6.2,5.4,164.2
Molokini_Transect1_23.tif:mc-3,Molokini,1,M. capitata,56.5,51.9,10.4,6.9,40.3
Molokini_Transect1_23.tif:mc-4,Molokini,1,M. capitata,7.9,14.4,4.6,2.2,109.1
Molokini_Transect1_23.tif:mc-5,Molokini,1,M. capitata,7.9,12,3.6,2.8,172.6
Molokini_Transect1_23.tif:mc-6,Molokini,1,M. capitata,10,13.3,4.2,3,179.4
Molokini_Transect1_23.tif:mc-7,Molokini,1,M. capitata,1.4,4.7,1.6,1.1,139.8
Molokini_Transect1_23.tif:mc-8,Molokini,1,M. capitata,110.7,63.5,17.2,8.2,18.9
Molokini_Transect1_23.tif:mc-9,Molokini,1,M. capitata,44.4,29.1,9.8,5.7,41.5
Molokini_Transect1_23.tif:mp,Molokini,1,M. patula,867,231.9,40.3,27.4,13.6
Molokini_Transect1_23.tif:mp-1,Molokini,1,M. patula,676.8,276.6,33.5,25.7,59.7
Molokini_Transect1_23.tif:mp-2,Molokini,1,M. patula,2,5.4,2,1.3,94.5
Molokini_Transect1_23.tif:mp-3,Molokini,1,M. patula,11.4,14,4.9,3,114
Molokini_Transect1_23.tif:mp-4,Molokini,1,M. patula,40.4,34.7,12.2,4.2,22.2
Molokini_Transect1_23.tif:pc,Molokini,1,P. compressa,92.2,60.7,13.3,8.8,17.1
Molokini_Transect1_23.tif:pc-1,Molokini,1,P. compressa,4.3,8.6,3.2,1.7,95.6
Molokini_Transect1_23.tif:pc-2,Molokini,1,P. compressa,2.7,6.7,2.2,1.5,91.7
Molokini_Transect1_23.tif:pc-3,Molokini,1,P. compressa,7,14.3,3.5,2.5,33.6
Molokini_Transect1_23.tif:pc-4,Molokini,1,P. compressa,4.8,10.7,3.3,1.8,54.1
Molokini_Transect1_23.tif:pc-5,Molokini,1,P. compressa,10.6,18.5,4.8,2.8,33.7
Molokini_Transect1_23.tif:pc-6,Molokini,1,P. compressa,2.5,5.9,1.8,1.7,153.8
Molokini_Transect1_23.tif:pc-7,Molokini,1,P. compressa,56.6,56.2,11.4,6.3,152.5
Molokini_Transect1_23.tif:pc-8,Molokini,1,P. compressa,2.1,5.5,1.9,1.4,114.1
Molokini_Transect1_23.tif:pc-9,Molokini,1,P. compressa,280.3,183.9,27.8,12.8,136.5
Molokini_Transect1_23.tif:pl,Molokini,1,P. lobata,1.7,5.2,1.9,1.2,166.8
Molokini_Transect1_23.tif:pl-1,Molokini,1,P. lobata,54.7,47.6,9.3,7.5,15.3
Molokini_Transect1_23.tif:pl-2,Molokini,1,P. lobata,6.5,9.3,3.3,2.5,51.9
Molokini_Transect1_23.tif:pm,Molokini,1,P. meandrina,174,86.4,18.9,11.7,69.7
Molokini_Transect1_23.tif:pm-1,Molokini,1,P. meandrina,128,70,15.4,10.6,63.7
Molokini_Transect1_24.tif:mc,Molokini,1,M. capitata,41,35.4,9.4,5.6,44.7
Molokini_Transect1_24.tif:mc-1,Molokini,1,M. capitata,71.4,55.1,12.6,7.2,12.4
Molokini_Transect1_24.tif:mc-2,Molokini,1,M. capitata,347.6,152.2,26.4,16.7,170.4
Molokini_Transect1_24.tif:mc-3,Molokini,1,M. capitata,577.4,154.9,33.7,21.8,63.7
Molokini_Transect1_24.tif:mp,Molokini,1,M. patula,205.8,99.2,17.7,14.8,33.8
Molokini_Transect1_24.tif:mp-1,Molokini,1,M. patula,364.3,138.2,29.9,15.5,26.3
Molokini_Transect1_24.tif:mp-2,Molokini,1,M. patula,272.4,135.6,29.9,11.6,32.5
Molokini_Transect1_24.tif:mp-3,Molokini,1,M. patula,272.4,135.6,29.9,11.6,32.5
Molokini_Transect1_24.tif:mp-4,Molokini,1,M. patula,26,30.5,6.8,4.8,9.8
Molokini_Transect1_24.tif:mp-5,Molokini,1,M. patula,55.2,53.7,13.9,5.1,6.6
Molokini_Transect1_24.tif:mp-6,Molokini,1,M. patula,28.8,25.4,8,4.6,147.5
Molokini_Transect1_24.tif:mp-7,Molokini,1,M. patula,5.5,10.3,3.1,2.2,134.7
Molokini_Transect1_24.tif:mp-8,Molokini,1,M. patula,7.8,12.3,3.8,2.6,65.9
Molokini_Transect1_24.tif:mp-9,Molokini,1,M. patula,46.4,41.1,10.8,5.5,148.6
Molokini_Transect1_24.tif:pl,Molokini,1,P. lobata,40.8,32.2,9.3,5.6,100.5
Molokini_Transect1_24.tif:pl-1,Molokini,1,P. lobata,8.5,13.2,4.3,2.5,126.6
Molokini_Transect1_24.tif:pl-2,Molokini,1,P. lobata,4.6,8.7,2.6,2.3,45
Molokini_Transect1_24.tif:pl-3,Molokini,1,P. lobata,12.9,17.9,6.5,2.5,58
Molokini_Transect1_24.tif:pl-4,Molokini,1,P. lobata,17.3,16.6,5.9,3.7,172.1
Molokini_Transect1_25.tif:mc,Molokini,1,M. capitata,103.1,60.4,15,8.8,56.7
Molokini_Transect1_25.tif:mc-1,Molokini,1,M. capitata,503.5,143.2,34.1,18.8,154.8
Molokini_Transect1_25.tif:mp,Molokini,1,M. patula,16.8,19.9,5.6,3.8,101.6
Molokini_Transect1_25.tif:mp-1,Molokini,1,M. patula,370.7,119.2,28.3,16.7,118.7
Molokini_Transect1_25.tif:mp-2,Molokini,1,M. patula,137.8,96,17.2,10.2,127.7
Molokini_Transect1_25.tif:mp-3,Molokini,1,M. patula,55,41,13.5,5.2,60.1
Molokini_Transect1_25.tif:mp-4,Molokini,1,M. patula,203,77.3,20.4,12.7,38.3
Molokini_Transect1_25.tif:pl,Molokini,1,P. lobata,15.6,17.8,6.4,3.1,142.5
Molokini_Transect1_25.tif:pl-1,Molokini,1,P. lobata,31.7,27,8.5,4.8,18.1
Molokini_Transect1_25.tif:pl-2,Molokini,1,P. lobata,2.3,6.1,2.4,1.2,105.8
Molokini_Transect1_25.tif:pl-3,Molokini,1,P. lobata,6.3,10.1,3.6,2.2,45.9
Molokini_Transect1_25.tif:pl-4,Molokini,1,P. lobata,15.4,16.6,5.9,3.3,87.9
Molokini_Transect1_26.tif:mc,Molokini,1,M. capitata,45,47.6,12.2,4.7,19.6
Molokini_Transect1_26.tif:mc-1,Molokini,1,M. capitata,7.8,12.9,4.2,2.4,14.5
Molokini_Transect1_26.tif:mc-2,Molokini,1,M. capitata,923.8,237.7,35.3,33.3,40.6
Molokini_Transect1_26.tif:mc-3,Molokini,1,M. capitata,17.9,29.5,6.9,3.3,89.7
Molokini_Transect1_26.tif:mc-4,Molokini,1,M. capitata,71.9,53,14.2,6.4,77.7
Molokini_Transect1_26.tif:mc-5,Molokini,1,M. capitata,88.3,70.8,12,9.4,122.3
Molokini_Transect1_26.tif:mc-6,Molokini,1,M. capitata,26.6,22.1,7.5,4.5,170.1
Molokini_Transect1_26.tif:mc-7,Molokini,1,M. capitata,62.8,43.1,13.4,5.9,81.1
Molokini_Transect1_26.tif:mc-8,Molokini,1,M. capitata,8.7,12,4.6,2.4,104.1
Molokini_Transect1_26.tif:mc-9,Molokini,1,M. capitata,1253.7,243.1,49.2,32.4,142.2
Molokini_Transect1_26.tif:mp,Molokini,1,M. patula,339.1,103.8,24.9,17.3,138.6
Molokini_Transect1_26.tif:mp-1,Molokini,1,M. patula,19.2,26.5,6.5,3.8,50.5
Molokini_Transect1_26.tif:mp-10,Molokini,1,M. patula,3.9,11.1,3.4,1.4,173.2
Molokini_Transect1_26.tif:mp-11,Molokini,1,M. patula,16,31.9,5.2,3.9,132.3
Molokini_Transect1_26.tif:mp-12,Molokini,1,M. patula,56.7,35.8,11.5,6.3,122.4
Molokini_Transect1_26.tif:mp-13,Molokini,1,M. patula,10.5,14.6,4.8,2.8,179.5
Molokini_Transect1_26.tif:mp-2,Molokini,1,M. patula,13.2,18.5,6.1,2.8,93
Molokini_Transect1_26.tif:mp-3,Molokini,1,M. patula,4.4,9.2,3.5,1.6,6.7
Molokini_Transect1_26.tif:mp-4,Molokini,1,M. patula,108.3,84.2,18,7.7,96.4
Molokini_Transect1_26.tif:mp-5,Molokini,1,M. patula,286.6,113.9,22.6,16.1,91.4
Molokini_Transect1_26.tif:mp-6,Molokini,1,M. patula,33.3,38.5,7.1,6,12.2
