Label,Site,Transect,Species,Area,Perim.,Major,Minor,Angle
Maalaea_Transect2_07-1.tif:mp-3,Maalaea,2,M. patula,86,56.7,14,7.8,147.8
Maalaea_Transect2_08-2.tif:Maalaea_Transect2_08rpo,Maalaea,2,P. lobata,21.7,19.9,6.2,4.5,3
Maalaea_Transect2_09-1.tif:pc,Maalaea,2,P. compressa,4.8,8.1,2.6,2.3,93.2
Maalaea_Transect2_09-1.tif:pc-1,Maalaea,2,P. compressa,10.6,12.9,4.1,3.2,162.5
Maalaea_Transect2_09-1.tif:pl,Maalaea,2,P. lobata,56.9,50.8,15.2,4.8,4.9
Maalaea_Transect2_09-1.tif:pl-1,Maalaea,2,P. lobata,4.6,9.8,4,1.5,5.9
Maalaea_Transect2_09-1.tif:pm,Maalaea,2,P. meandrina,311,76.7,22.7,17.5,47.1
Maalaea_Transect2_10-1.tif:pl,Maalaea,2,P. lobata,99.4,49.1,13.6,9.3,4.6
Maalaea_Transect2_10-1.tif:pl-1,Maalaea,2,P. lobata,52.4,40.9,10.1,6.6,146.1
Maalaea_Transect2_10-1.tif:pl-2,Maalaea,2,P. lobata,14,17.9,5.3,3.4,81.1
Maalaea_Transect2_10-1.tif:pl-3,Maalaea,2,P. lobata,16,20.1,4.9,4.1,82.5
Maalaea_Transect2_10-1.tif:pl-4,Maalaea,2,P. lobata,27.7,26.3,6.9,5.1,43.4
Maalaea_Transect2_10-1.tif:pl-5,Maalaea,2,P. lobata,253.3,167.4,28,11.5,124.1
Maalaea_Transect2_10-1.tif:pl-6,Maalaea,2,P. lobata,30.3,25.6,8.5,4.5,109.7
Maalaea_Transect2_10-1.tif:pl-7,Maalaea,2,P. lobata,14.5,19.3,6.3,2.9,164.6
Maalaea_Transect2_10-1.tif:pl-8,Maalaea,2,P. lobata,10.9,14.2,4,3.4,81
Maalaea_Transect2_11-1.tif:pl,Maalaea,2,P. lobata,53.5,49,15.7,4.3,111.4
Maalaea_Transect2_11-1.tif:pl-1,Maalaea,2,P. lobata,14.7,17.3,5,3.7,131.3
Maalaea_Transect2_11-1.tif:pl-10,Maalaea,2,P. lobata,13,29.7,7,2.4,126.7
Maalaea_Transect2_11-1.tif:pl-11,Maalaea,2,P. lobata,24.5,39.5,6.4,4.9,13.6
Maalaea_Transect2_11-1.tif:pl-12,Maalaea,2,P. lobata,3.9,8.6,3,1.6,17.4
Maalaea_Transect2_11-1.tif:pl-13,Maalaea,2,P. lobata,8.7,12.1,4.7,2.4,48.6
Maalaea_Transect2_11-1.tif:pl-14,Maalaea,2,P. lobata,3.3,7,2.1,2,67.6
Maalaea_Transect2_11-1.tif:pl-2,Maalaea,2,P. lobata,112.8,44.1,12.9,11.1,122.3
Maalaea_Transect2_11-1.tif:pl-3,Maalaea,2,P. lobata,29.6,33.6,7.2,5.2,68.6
Maalaea_Transect2_11-1.tif:pl-4,Maalaea,2,P. lobata,49.5,55.6,11,5.7,66.9
Maalaea_Transect2_11-1.tif:pl-5,Maalaea,2,P. lobata,80.2,44.8,12.9,7.9,71.2
Maalaea_Transect2_11-1.tif:pl-6,Maalaea,2,P. lobata,12.4,13.3,4.5,3.5,158.9
Maalaea_Transect2_11-1.tif:pl-7,Maalaea,2,P. lobata,6.8,14.4,4.3,2,61.8
Maalaea_Transect2_11-1.tif:pl-8,Maalaea,2,P. lobata,17.2,24.5,4.9,4.4,11.1
Maalaea_Transect2_11-1.tif:pl-9,Maalaea,2,P. lobata,5.4,9.7,3.4,2,41.6
Maalaea_Transect2_12-4.tif:pl,Maalaea,2,P. lobata,457.7,141.1,30.4,19.2,52.1
Maalaea_Transect2_12-4.tif:pl-1,Maalaea,2,P. lobata,20,24.1,7.8,3.3,46.8
Maalaea_Transect2_12-4.tif:pl-2,Maalaea,2,P. lobata,538.5,111.8,33.6,20.4,115.7
Maalaea_Transect2_12-4.tif:pl-3,Maalaea,2,P. lobata,24.5,28.4,9.5,3.3,170.5
Maalaea_Transect2_12-4.tif:pl-4,Maalaea,2,P. lobata,10.6,12.3,4.3,3.1,58.4
Maalaea_Transect2_12-4.tif:pl-5,Maalaea,2,P. lobata,3.1,7.6,2.5,1.6,77.5
Maalaea_Transect2_12-4.tif:pm,Maalaea,2,P. meandrina,101.3,46,13.9,9.3,71.9
Maalaea_Transect2_12-4.tif:pm-1,Maalaea,2,P. meandrina,67.6,39.2,11.2,7.7,22.3
Maalaea_Transect2_12-4.tif:pm-2,Maalaea,2,P. meandrina,18.1,17.9,5.3,4.3,22.5
Maalaea_Transect2_13-1.tif:pl,Maalaea,2,P. lobata,14.2,19.6,5.6,3.2,61.9
Maalaea_Transect2_13-1.tif:pm,Maalaea,2,P. meandrina,29.9,23.9,7.6,5,159.3
Maalaea_Transect2_14-1.tif:pc,Maalaea,2,P. compressa,35.8,34.9,13,3.5,37.1
Maalaea_Transect2_14-1.tif:pm,Maalaea,2,P. meandrina,63.5,36.1,12.3,6.6,35.7
Maalaea_Transect2_14-1.tif:pm-1,Maalaea,2,P. meandrina,38.6,41.6,10.7,4.6,87.7
Maalaea_Transect2_15-1.tif:pl,Maalaea,2,P. lobata,15.2,15,4.7,4.1,34.5
Maalaea_Transect2_15-1.tif:pl-1,Maalaea,2,P. lobata,8.6,11.8,4,2.8,145.3
Maalaea_Transect2_17-1.tif:pl,Maalaea,2,P. lobata,99.2,83.4,35.6,3.6,83.8
Maalaea_Transect2_17-1.tif:pl-1,Maalaea,2,P. lobata,119.5,88.2,25.1,6.1,62.6
Maalaea_Transect2_17-1.tif:pl-2,Maalaea,2,P. lobata,5,8.9,2.9,2.2,8.3
Maalaea_Transect2_21-1.tif:Maalaea_Transect2_21roi,Maalaea,2,P. lobata,110.7,90.7,18.7,7.6,88.1
Maalaea_Transect2_23-1.tif:pl,Maalaea,2,P. lobata,91.5,45.5,11.2,10.4,115.5
Maalaea_Transect2_23-1.tif:pl-1,Maalaea,2,P. lobata,10.4,14.1,4,3.3,20.1
Molokini_Transect1_01.tif:pm,Molokini,1,P. meandrina,71.6,43.6,11.7,7.8,114.1
Molokini_Transect1_01.tif:mc,Molokini,1,M. capitata,926.7,231,37.8,31.2,41
Molokini_Transect1_01.tif:mc-1,Molokini,1,M. capitata,2159.6,575.9,78.5,35,9.3
Molokini_Transect1_02.tif:pl,Molokini,1,P. lobata,85.2,48,10.7,10.2,76.7
Molokini_Transect1_02.tif:mp,Molokini,1,M. patula,40,48.9,12.9,4,115
Molokini_Transect1_02.tif:mp-1,Molokini,1,M. patula,279.8,124.4,33.4,10.7,77.9
Molokini_Transect1_02.tif:mc,Molokini,1,M. capitata,1.8,5,1.6,1.4,2.6
Molokini_Transect1_02.tif:mc-1,Molokini,1,M. capitata,4.5,10.1,2.9,2,150
Molokini_Transect1_02.tif:mc-2,Molokini,1,M. capitata,526.5,170.7,31.5,21.3,32.7
Molokini_Transect1_02.tif:mp-2,Molokini,1,M. capitata,30.4,30.2,9.5,4.1,51.6
Molokini_Transect1_02.tif:mc-3,Molokini,1,M. capitata,217.3,106,21.4,12.9,43.7
Molokini_Transect1_03.tif:lp,Molokini,1,L. purpurea,59.9,62.2,11.8,6.4,102.1
Molokini_Transect1_03.tif:mp,Molokini,1,M. patula,1398.2,238.3,49.9,35.7,154
Molokini_Transect1_03.tif:mp-1,Molokini,1,M. patula,573.9,161.8,31.3,23.3,153.2
Molokini_Transect1_03.tif:mp-2,Molokini,1,M. patula,11.2,14.8,4.3,3.3,30
Molokini_Transect1_03.tif:pc,Molokini,1,P. compressa,47.2,57.7,12.8,4.7,150.4
Molokini_Transect1_04.tif:mc,Molokini,1,M. capitata,460.9,185.8,29.3,20,63.9
Molokini_Transect1_04.tif:mc-1,Molokini,1,M. capitata,10.2,13.9,5.2,2.5,109.9
Molokini_Transect1_04.tif:mc-10,Molokini,1,M. capitata,166,159.9,20,10.6,125.2
Molokini_Transect1_04.tif:mc-11,Molokini,1,M. capitata,26.5,44.1,6.4,5.3,147.5
Molokini_Transect1_04.tif:mc-12,Molokini,1,M. capitata,9.1,13.6,5.6,2.1,43.8
Molokini_Transect1_04.tif:mc-13,Molokini,1,M. capitata,5.6,10.1,3.6,2,60.4
Molokini_Transect1_04.tif:mc-2,Molokini,1,M. capitata,1315.1,472.6,56.6,29.6,46.2
Molokini_Transect1_04.tif:mc-3,Molokini,1,M. capitata,25,25.8,6.4,5,86.1
Molokini_Transect1_04.tif:mc-4,Molokini,1,M. capitata,40.8,41,8.5,6.1,153.5
Molokini_Transect1_04.tif:mc-5,Molokini,1,M. capitata,18.9,26.1,6.1,4,56.6
Molokini_Transect1_04.tif:mc-6,Molokini,1,M. capitata,16.7,21.9,5.2,4.1,27.3
Molokini_Transect1_04.tif:mc-7,Molokini,1,M. capitata,25.2,27.9,6.4,5,70.1
Molokini_Transect1_04.tif:mc-8,Molokini,1,M. capitata,72.3,60.3,12.4,7.4,2.3
Molokini_Transect1_04.tif:mc-9,Molokini,1,M. capitata,89.3,53.1,13.4,8.5,157.2
Molokini_Transect1_05.tif:mc,Molokini,1,M. capitata,8.8,17,3.6,3.1,24.1
Molokini_Transect1_05.tif:mc-1,Molokini,1,M. capitata,8.4,15.4,4.2,2.5,141.3
Molokini_Transect1_05.tif:mc-10,Molokini,1,M. capitata,68.6,61.7,11,7.9,122.3
Molokini_Transect1_05.tif:mc-11,Molokini,1,M. capitata,0.9,3.6,1.4,0.8,48.4
Molokini_Transect1_05.tif:mc-12,Molokini,1,M. capitata,261.3,186.7,21.6,15.4,151.8
Molokini_Transect1_05.tif:mc-13,Molokini,1,M. capitata,902.2,202.7,47.7,24.1,162.1
Molokini_Transect1_05.tif:mc-14,Molokini,1,M. capitata,57.5,45,10.2,7.2,23.7
Molokini_Transect1_05.tif:mc-15,Molokini,1,M. capitata,87.2,43,12.9,8.6,156
Molokini_Transect1_05.tif:mc-16,Molokini,1,M. capitata,163.3,112.5,18.5,11.2,168
Molokini_Transect1_05.tif:mc-2,Molokini,1,M. capitata,3.9,7.7,2.7,1.9,61.1
Molokini_Transect1_05.tif:mc-3,Molokini,1,M. capitata,6.4,13.4,3.5,2.3,165.8
Molokini_Transect1_05.tif:mc-4,Molokini,1,M. capitata,1.5,5.1,1.4,1.4,0.6
Molokini_Transect1_05.tif:mc-5,Molokini,1,M. capitata,1,4.7,1.3,0.9,23.9
Molokini_Transect1_05.tif:mc-6,Molokini,1,M. capitata,4.8,9.5,2.9,2.1,85.5
Molokini_Transect1_05.tif:mc-7,Molokini,1,M. capitata,2.5,7.5,2.1,1.6,95.5
Molokini_Transect1_05.tif:mc-8,Molokini,1,M. capitata,4.3,10.8,3.3,1.7,159.9
Molokini_Transect1_05.tif:mc-9,Molokini,1,M. capitata,10.4,13.3,4.1,3.2,6.6
Molokini_Transect1_05.tif:mp,Molokini,1,M. patula,496.7,195,26.5,23.9,68.5
Molokini_Transect1_05.tif:pc,Molokini,1,P. compressa,6.8,10.2,3.5,2.5,58.9
Molokini_Transect1_05.tif:pc-1,Molokini,1,P. compressa,3.7,7.3,2.4,2,18.8
Molokini_Transect1_05.tif:pm,Molokini,1,P. meandrina,99.3,95.8,12.6,10,8.5
Molokini_Transect1_06.tif:mc,Molokini,1,M. capitata,59.4,45.7,12.3,6.2,175.5
Molokini_Transect1_06.tif:mc-1,Molokini,1,M. capitata,24.7,38.2,6.9,4.5,4
Molokini_Transect1_06.tif:mc-2,Molokini,1,M. capitata,1,4.2,1.4,0.9,94.4
Molokini_Transect1_06.tif:mc-3,Molokini,1,M. capitata,25.5,33.9,6.3,5.1,82.9
Molokini_Transect1_06.tif:mc-4,Molokini,1,M. capitata,69.5,72.5,12.2,7.2,154.9
Molokini_Transect1_06.tif:mc-5,Molokini,1,M. capitata,299.9,133.9,23.4,16.3,109.9
Molokini_Transect1_06.tif:mp,Molokini,1,M. patula,36.8,30,8.4,5.6,37.7
Molokini_Transect1_06.tif:mp-1,Molokini,1,M. patula,137.6,81.3,20.5,8.5,33.8
Molokini_Transect1_06.tif:mp-2,Molokini,1,M. patula,637.8,229.6,35.4,22.9,94.5
Molokini_Transect1_06.tif:mp-3,Molokini,1,M. patula,906.1,214,34.8,33.2,154.8
Molokini_Transect1_06.tif:mp-4,Molokini,1,M. patula,83.4,70.7,13.1,8.1,35.8
Molokini_Transect1_06.tif:pl,Molokini,1,P. lobata,17.1,17.3,5.4,4.1,17.4
Molokini_Transect1_06.tif:pl-1,Molokini,1,P. lobata,9.2,12.2,4.5,2.6,64.5
Molokini_Transect1_06.tif:pl-2,Molokini,1,P. lobata,176.3,135.3,19.9,11.3,11
Molokini_Transect1_06.tif:pl-3,Molokini,1,P. lobata,39.7,46.2,8.9,5.7,58.4
Molokini_Transect1_06.tif:pl-4,Molokini,1,P. lobata,32,28.2,7.5,5.4,95.2
Molokini_Transect1_06.tif:pl-5,Molokini,1,P. lobata,60.3,40.9,10.7,7.1,115.6
Molokini_Transect1_06.tif:pl-6,Molokini,1,P. lobata,0.7,3.6,1.2,0.7,144.6
Molokini_Transect1_06.tif:pl-7,Molokini,1,P. lobata,5.6,9.8,3.8,1.8,38
Molokini_Transect1_06.tif:pv,Molokini,1,P. varians,157.9,107.4,21.8,9.2,140.8
Molokini_Transect1_07.tif:mc,Molokini,1,M. capitata,39.2,24.9,7.2,7,87.6
Molokini_Transect1_07.tif:mc-1,Molokini,1,M. capitata,1123.5,307,50.5,28.3,47.7
Molokini_Transect1_07.tif:mc-2,Molokini,1,M. capitata,40.8,42.4,11.1,4.7,129.7
Molokini_Transect1_07.tif:mc-3,Molokini,1,M. capitata,6.6,13.3,4.6,1.8,110.4
Molokini_Transect1_07.tif:mp,Molokini,1,M. patula,6.7,12,3.6,2.4,145.8
Molokini_Transect1_07.tif:mp-1,Molokini,1,M. patula,40.9,30.8,9.6,5.4,154.3
Molokini_Transect1_07.tif:pm,Molokini,1,P. meandrina,150.2,89.5,17,11.3,155.4
Molokini_Transect1_07.tif:pm-1,Molokini,1,P. meandrina,180.8,71.3,17.5,13.2,24
Molokini_Transect1_08.tif:mc,Molokini,1,M. capitata,1726.4,279.6,56.5,38.9,47.1
Molokini_Transect1_08.tif:mc-1,Molokini,1,M. capitata,214.2,133.7,22.6,12.1,36.3
Molokini_Transect1_08.tif:mc-2,Molokini,1,M. capitata,601.1,186.2,43,17.8,9.4
Molokini_Transect1_08.tif:mc-3,Molokini,1,M. capitata,15.9,17.5,6,3.4,150.6
Molokini_Transect1_09.tif:mc,Molokini,1,M. capitata,469.5,104.5,29.4,20.3,69.8
Molokini_Transect1_09.tif:mc-1,Molokini,1,M. capitata,35.3,34.8,9.7,4.6,75
Molokini_Transect1_09.tif:mc-10,Molokini,1,M. capitata,49.8,58.1,10.7,5.9,101
Molokini_Transect1_09.tif:mc-11,Molokini,1,M. capitata,529.1,186.4,31.4,21.4,9.5
Molokini_Transect1_09.tif:mc-12,Molokini,1,M. capitata,30.5,39.1,7,5.5,28.8
Molokini_Transect1_09.tif:mc-13,Molokini,1,M. capitata,11.5,14.6,4,3.7,63.8
Molokini_Transect1_09.tif:mc-14,Molokini,1,M. capitata,178.4,146.4,19,11.9,83.8
Molokini_Transect1_09.tif:mc-15,Molokini,1,M. capitata,44.1,44.3,9.2,6.1,29.2
Molokini_Transect1_09.tif:mc-16,Molokini,1,M. capitata,284,182.9,20.5,17.6,118.1
Molokini_Transect1_09.tif:mc-17,Molokini,1,M. capitata,5,11.2,3.5,1.8,18.7
Molokini_Transect1_09.tif:mc-18,Molokini,1,M. capitata,51,52.4,10.5,6.2,13
Molokini_Transect1_09.tif:mc-19,Molokini,1,M. capitata,2.5,5.9,1.9,1.6,126.2
Molokini_Transect1_09.tif:mc-2,Molokini,1,M. capitata,11.5,18.1,5.6,2.6,136.5
Molokini_Transect1_09.tif:mc-20,Molokini,1,M. capitata,3.7,7.7,2.9,1.6,173.3
Molokini_Transect1_09.tif:mc-21,Molokini,1,M. capitata,80.9,54.9,11.5,8.9,37.2
Molokini_Transect1_09.tif:mc-22,Molokini,1,M. capitata,20.9,19.9,6.2,4.3,22.4
Molokini_Transect1_09.tif:mc-3,Molokini,1,M. capitata,10.9,18.3,4.6,3,157.8
Molokini_Transect1_09.tif:mc-4,Molokini,1,M. capitata,17.4,21.9,5.2,4.3,93.3
Molokini_Transect1_09.tif:mc-5,Molokini,1,M. capitata,8.9,14.4,4.6,2.5,117.3
Molokini_Transect1_09.tif:mc-6,Molokini,1,M. capitata,2.1,5.9,1.8,1.5,14.8
Molokini_Transect1_09.tif:mc-7,Molokini,1,M. capitata,2.5,7.7,2.7,1.2,161.2
Molokini_Transect1_09.tif:mc-8,Molokini,1,M. capitata,15.1,19.6,5.7,3.4,121
Molokini_Transect1_09.tif:mc-9,Molokini,1,M. capitata,2.5,7,2.2,1.4,14.5
Molokini_Transect1_09.tif:mp,Molokini,1,M. patula,1002.7,260.9,48.3,26.5,48.8
Molokini_Transect1_09.tif:mp-1,Molokini,1,M. patula,10.1,16.4,4.2,3,97.4
Molokini_Transect1_09.tif:mp-2,Molokini,1,M. patula,148.3,66.6,21.9,8.6,133.9
Molokini_Transect1_09.tif:mp-3,Molokini,1,M. patula,31.9,40.1,6.4,6.3,32.2
Molokini_Transect1_09.tif:mp-4,Molokini,1,M. patula,2.2,5.4,2,1.4,100.1
Molokini_Transect1_09.tif:mp-5,Molokini,1,M. patula,33.3,45.3,9.3,4.6,34.8
Molokini_Transect1_09.tif:mp-6,Molokini,1,M. patula,4.5,9.3,2.6,2.2,111.8
Molokini_Transect1_09.tif:mp-7,Molokini,1,M. patula,194.8,118,18.9,13.1,143.7
Molokini_Transect1_09.tif:pc,Molokini,1,P. compressa,3.5,7.6,2.4,1.9,174.4
Molokini_Transect1_09.tif:pc-1,Molokini,1,P. compressa,3,9,2.4,1.6,95.8
Molokini_Transect1_09.tif:pc-2,Molokini,1,P. compressa,6.5,11.4,3.9,2.1,121
Molokini_Transect1_09.tif:pc-3,Molokini,1,P. compressa,3.5,8.6,2.3,1.9,39
Molokini_Transect1_09.tif:pc-4,Molokini,1,P. compressa,4.3,7.6,2.4,2.3,17.4
Molokini_Transect1_09.tif:pc-5,Molokini,1,P. compressa,1.7,4.8,1.6,1.3,29.5
Molokini_Transect1_09.tif:pl,Molokini,1,P. lobata,2.8,6.1,2.1,1.7,114.5
Molokini_Transect1_09.tif:pm,Molokini,1,P. meandrina,52.4,69.1,9.2,7.3,27.7
Molokini_Transect1_09.tif:pm-1,Molokini,1,P. meandrina,3.6,7.9,2.5,1.8,0.5
Molokini_Transect1_09.tif:pv,Molokini,1,P. varians,95.8,67.4,20.1,6.1,66.4
Molokini_Transect1_09.tif:pv-1,Molokini,1,P. varians,6.7,14.6,3.4,2.5,134.3
Molokini_Transect1_09.tif:pv-2,Molokini,1,P. varians,173,117.3,21.4,10.3,52.4
Molokini_Transect1_10.tif:mc,Molokini,1,M. capitata,54.8,37.7,10.1,6.9,19.1
Molokini_Transect1_10.tif:mc-1,Molokini,1,M. capitata,73.8,43.1,10.4,9.1,0.5
Molokini_Transect1_10.tif:mc-10,Molokini,1,M. capitata,17.4,28.1,5.3,4.2,105.5
Molokini_Transect1_10.tif:mc-11,Molokini,1,M. capitata,23.2,21.5,6.9,4.3,86
Molokini_Transect1_10.tif:mc-12,Molokini,1,M. capitata,27.5,26.6,7,5,17.9
Molokini_Transect1_10.tif:mc-13,Molokini,1,M. capitata,12.9,25.2,6.1,2.7,118.8
Molokini_Transect1_10.tif:mc-14,Molokini,1,M. capitata,20.3,28.6,7.1,3.6,84.5
Molokini_Transect1_10.tif:mc-15,Molokini,1,M. capitata,10.5,22.1,5,2.7,116.2
Molokini_Transect1_10.tif:mc-2,Molokini,1,M. capitata,145.8,67,19.4,9.6,131.3
Molokini_Transect1_10.tif:mc-3,Molokini,1,M. capitata,1642.9,413.9,52.8,39.6,152.8
Molokini_Transect1_10.tif:mc-4,Molokini,1,M. capitata,6.6,15.6,4.1,2,29.4
Molokini_Transect1_10.tif:mc-5,Molokini,1,M. capitata,84.8,82.8,11.8,9.2,141
Molokini_Transect1_10.tif:mc-6,Molokini,1,M. capitata,28.3,37.5,8.5,4.2,28.6
Molokini_Transect1_10.tif:mc-7,Molokini,1,M. capitata,46.8,51.3,8.6,6.9,37.8
Molokini_Transect1_10.tif:mc-8,Molokini,1,M. capitata,62.4,84,12.1,6.5,80
Molokini_Transect1_10.tif:mc-9,Molokini,1,M. capitata,36.4,47.5,8.4,5.5,37.9
Molokini_Transect1_10.tif:mp,Molokini,1,M. patula,409.7,108.4,31.5,16.5,156.8
Molokini_Transect1_10.tif:mp-1,Molokini,1,M. patula,58.8,47.9,13.2,5.7,141.9
Molokini_Transect1_10.tif:mp-2,Molokini,1,M. patula,230.3,99.8,20.2,14.5,32.7
Molokini_Transect1_10.tif:mp-3,Molokini,1,M. patula,15.4,16.7,5.5,3.6,128
Molokini_Transect1_10.tif:mp-4,Molokini,1,M. patula,39,36.3,9.5,5.2,12.6
Molokini_Transect1_10.tif:mp-5,Molokini,1,M. patula,15.4,16.7,5.5,3.6,128
Molokini_Transect1_10.tif:mp-6,Molokini,1,M. patula,133.5,88.4,15.1,11.3,81.3
Molokini_Transect1_10.tif:mp-7,Molokini,1,M. patula,21.3,18.7,6.3,4.3,123.3
Molokini_Transect1_10.tif:pm,Molokini,1,P. meandrina,189.6,64.6,18.5,13,17.2
Molokini_Transect1_11.tif:mc,Molokini,1,M. capitata,10.2,12.9,3.7,3.5,136.8
Molokini_Transect1_11.tif:mc-1,Molokini,1,M. capitata,32.9,27,7.8,5.3,97.8
Molokini_Transect1_11.tif:mc-10,Molokini,1,M. capitata,379.4,206.1,34.2,14.1,148.2
Molokini_Transect1_11.tif:mc-2,Molokini,1,M. capitata,157,62.8,16.4,12.2,159.7
Molokini_Transect1_11.tif:mc-3,Molokini,1,M. capitata,81.7,38.1,11,9.5,55.3
Molokini_Transect1_11.tif:mc-4,Molokini,1,M. capitata,121.8,52.8,15.9,9.8,34.2
Molokini_Transect1_11.tif:mc-5,Molokini,1,M. capitata,8.7,12.3,3.6,3,176
Molokini_Transect1_11.tif:mc-6,Molokini,1,M. capitata,6,10.6,4,1.9,90.1
Molokini_Transect1_11.tif:mc-7,Molokini,1,M. capitata,20.4,18.4,6.7,3.9,112.9
Molokini_Transect1_11.tif:mc-8,Molokini,1,M. capitata,23.7,26.1,6.2,4.9,27.8
Molokini_Transect1_11.tif:mc-9,Molokini,1,M. capitata,6.4,13.3,4.4,1.8,106
Molokini_Transect1_11.tif:mp,Molokini,1,M. patula,2016.7,378,74.8,34.3,42.9
Molokini_Transect1_11.tif:pl,Molokini,1,P. lobata,137,67.9,14.5,12,62.9
Molokini_Transect1_11.tif:pm,Molokini,1,P. meandrina,12.1,18.4,4.5,3.4,78.4
Molokini_Transect1_11.tif:pm-1,Molokini,1,P. meandrina,5.8,10.6,3.2,2.4,22.5
Molokini_Transect1_11.tif:pm-2,Molokini,1,P. meandrina,63.1,41.6,10.2,7.9,60.7
Molokini_Transect1_12.tif:mc,Molokini,1,M. capitata,71.8,47.4,13.5,6.8,153.8
Molokini_Transect1_12.tif:mc-1,Molokini,1,M. capitata,105.2,44.4,14.1,9.5,41.3
Molokini_Transect1_12.tif:mc-2,Molokini,1,M. capitata,316.2,162,35.9,11.2,166.8
Molokini_Transect1_12.tif:mc-3,Molokini,1,M. capitata,25.3,28.7,7.5,4.3,179.2
Molokini_Transect1_12.tif:mc-4,Molokini,1,M. capitata,381.1,168,29.2,16.6,2.9
Molokini_Transect1_12.tif:mc-5,Molokini,1,M. capitata,234.5,106.8,20.5,14.6,89.2
Molokini_Transect1_12.tif:mc-6,Molokini,1,M. capitata,1.8,5.2,1.7,1.4,41.8
Molokini_Transect1_12.tif:mc-7,Molokini,1,M. capitata,0.7,3.4,1.2,0.7,160.8
Molokini_Transect1_12.tif:mc-8,Molokini,1,M. capitata,0.9,4.3,1.3,0.9,91.5
Molokini_Transect1_12.tif:mp,Molokini,1,M. patula,30.7,32.4,8.4,4.7,20.5
Molokini_Transect1_12.tif:mp-1,Molokini,1,M. patula,91.9,93,12.6,9.3,21.6
Molokini_Transect1_12.tif:mp-2,Molokini,1,M. patula,221.8,122.7,20.5,13.7,129.2
Molokini_Transect1_12.tif:mp-3,Molokini,1,M. patula,7.6,15,4.7,2.1,124.7
Molokini_Transect1_12.tif:mp-4,Molokini,1,M. patula,39.3,37.9,8.6,5.8,160.5
Molokini_Transect1_12.tif:mp-5,Molokini,1,M. patula,358.7,127,26.1,17.5,82.6
Molokini_Transect1_12.tif:mp-6,Molokini,1,M. patula,2.5,7.4,2,1.6,173.5
Molokini_Transect1_12.tif:pl,Molokini,1,P. lobata,82,36.6,12.7,8.2,0.7
Molokini_Transect1_12.tif:pl-1,Molokini,1,P. lobata,18.1,19.7,5.5,4.2,138.7
Molokini_Transect1_12.tif:pl-2,Molokini,1,P. lobata,28.8,23.1,6.9,5.3,125.4
Molokini_Transect1_12.tif:pm,Molokini,1,P. meandrina,130.5,84.1,14.1,11.8,120
Molokini_Transect1_13.tif:mc,Molokini,1,M. capitata,264.1,79,25.4,13.2,2.1
Molokini_Transect1_13.tif:mc-1,Molokini,1,M. capitata,1.9,6.9,1.9,1.2,116.6
Molokini_Transect1_13.tif:mc-10,Molokini,1,M. capitata,2.2,6.4,2.5,1.1,93.5
Molokini_Transect1_13.tif:mc-11,Molokini,1,M. capitata,14,20.8,7.7,2.3,116.1
Molokini_Transect1_13.tif:mc-12,Molokini,1,M. capitata,7.7,21.3,4.8,2,127.8
Molokini_Transect1_13.tif:mc-13,Molokini,1,M. capitata,7.6,11.7,3.5,2.8,169.6
Molokini_Transect1_13.tif:mc-14,Molokini,1,M. capitata,9.9,26.6,4.5,2.8,115.4
Molokini_Transect1_13.tif:mc-15,Molokini,1,M. capitata,1.7,6,2.2,1,112.6
Molokini_Transect1_13.tif:mc-16,Molokini,1,M. capitata,0.7,3.9,1.4,0.7,81.4
Molokini_Transect1_13.tif:mc-17,Molokini,1,M. capitata,0.5,3.3,1.1,0.6,132.5
Molokini_Transect1_13.tif:mc-18,Molokini,1,M. capitata,3.3,7.7,3.1,1.4,120.6
Molokini_Transect1_13.tif:mc-19,Molokini,1,M. capitata,2.5,7.3,2.7,1.2,10.2
Molokini_Transect1_13.tif:mc-2,Molokini,1,M. capitata,0.3,2.3,0.9,0.4,110.3
Molokini_Transect1_13.tif:mc-20,Molokini,1,M. capitata,2.9,6.3,2.2,1.6,176.9
Molokini_Transect1_13.tif:mc-21,Molokini,1,M. capitata,5.6,12.9,3.9,1.8,65.7
Molokini_Transect1_13.tif:mc-22,Molokini,1,M. capitata,4.3,10.1,3.8,1.4,1.3
Molokini_Transect1_13.tif:mc-23,Molokini,1,M. capitata,1,5.9,1.9,0.7,88
Molokini_Transect1_13.tif:mc-24,Molokini,1,M. capitata,6.3,15.1,3.3,2.4,147
Molokini_Transect1_13.tif:mc-25,Molokini,1,M. capitata,2.5,7.8,2.8,1.1,41.4
Molokini_Transect1_13.tif:mc-26,Molokini,1,M. capitata,27.9,42.4,10.9,3.2,52.9
Molokini_Transect1_13.tif:mc-27,Molokini,1,M. capitata,5.9,10.1,3.2,2.4,86
Molokini_Transect1_13.tif:mc-28,Molokini,1,M. capitata,16.5,27.3,8,2.6,68.5
Molokini_Transect1_13.tif:mc-29,Molokini,1,M. capitata,21.8,36.2,7.9,3.5,138.5
Molokini_Transect1_13.tif:mc-3,Molokini,1,M. capitata,0.7,3.6,1.4,0.7,150.3
Molokini_Transect1_13.tif:mc-30,Molokini,1,M. capitata,428.9,137,29,18.8,141
Molokini_Transect1_13.tif:mc-31,Molokini,1,M. capitata,45.9,48.6,10.1,5.8,128.4
